mi_geo_id,FIPS,County,Cty.VTD,STATEFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,TOTPOP,VAP,PRS08DEM,PRS08REP,PRS08OTH,GOV06DEM,GOV06REP,GOV06OTH,AG06DEM,AG06REP,AG06OTH,SOS06DEM,SOS06REP,SOS06OTH
731,49,GENESEE,49 290,26,290,26049290,A,4.92E+11,Voting District 0491990000001,V1,G5240,N,19477760,269560,43.0268328,-83.4769458,2712.00,1916.00,734.80,579.79,20.80,561.73,419.77,13.78,433.78,501.78,27.75,417.82,551.78,11.79
732,49,GENESEE,49 1160,26,1160,260491160,P,4.93E+11,Voting District 0492902000009,V1,G5240,S,702715,1511,43.0252498,-83.7436419,553.00,417.00,576.96,66.96,4.97,339.96,51.95,4.97,307.96,76.96,0.97,301.96,80.95,4.97
733,49,GENESEE,49 720,26,720,26049720,A,4.93E+11,Voting District 0492900000025,V1,G5240,N,3581132,0,43.0287917,-83.6445063,2478.00,1890.00,811.66,248.63,23.64,557.66,184.67,15.69,463.68,266.70,19.64,446.70,288.66,19.64
734,49,GENESEE,49 200,26,200,26049200,A,4.92E+11,Voting District 0491626000001,V1,G5240,N,21887018,15690,43.0232148,-83.8561714,2448.00,1945.00,818.89,726.85,28.85,773.86,516.87,13.89,561.88,692.89,24.83,542.89,713.87,26.88
735,49,GENESEE,49 660,26,660,26049660,A,4.93E+11,Voting District 0492900000019,V1,G5240,N,1148550,66306,43.044958,-83.6694885,1661.00,1139.00,380.82,64.78,13.80,264.79,72.80,2.82,227.81,102.80,6.78,216.83,108.76,11.84
736,49,GENESEE,49 410,26,410,26049410,A,4.93E+11,Voting District 0492776000005,V1,G5240,N,2356676,108440,42.8125425,-83.7141202,2608.00,2020.00,618.89,529.90,27.89,379.91,344.90,14.89,284.93,407.86,28.90,282.93,418.89,19.85
737,49,GENESEE,49 1740,26,1740,260491740,A,4.93E+11,Voting District 0493330000010,V1,G5240,N,9168930,175792,42.8926643,-83.5853065,3708.00,2679.00,891.85,1197.83,25.80,622.85,908.83,14.84,440.83,1056.83,22.86,405.87,1098.87,20.83
738,49,GENESEE,49 2240,26,2240,260492240,A,4.98E+11,Voting District 0497946000005,V1,G5240,N,9929295,4379,43.1568106,-83.6687953,1215.00,997.00,425.96,247.94,8.96,357.95,189.95,10.95,280.95,248.92,13.94,285.95,256.95,4.96
739,49,GENESEE,49 870,26,870,26049870,A,4.93E+11,Voting District 0492900000040,V1,G5240,N,484969,19821,43.016561,-83.7007371,300.00,259.00,87.89,10.91,1.94,54.94,10.91,0.95,51.93,12.97,1.94,43.88,18.94,4.91
740,49,GENESEE,49 560,26,560,26049560,A,4.93E+11,Voting District 0492900000009,V1,G5240,N,956875,63641,43.0565558,-83.7187169,1502.00,1042.00,783.78,11.85,2.84,460.81,7.80,1.80,442.81,22.82,3.79,430.83,32.86,4.80
741,49,GENESEE,49 1300,26,1300,260491300,A,4.93E+11,Voting District 0492920000003,V1,G5240,N,2207052,165186,43.063799,-83.8189554,1779.00,1480.00,537.87,481.88,8.89,499.85,360.86,6.87,327.88,510.87,14.91,330.87,511.87,9.88
742,49,GENESEE,49 2020,26,2020,260492020,A,4.96E+11,Voting District 0495598000015,V1,G5240,N,17937808,46415,43.1128372,-83.7985669,1761.00,1357.00,564.89,409.90,15.91,458.90,296.92,9.92,368.91,352.93,24.93,372.93,365.92,10.89
743,49,GENESEE,49 1140,26,1140,260491140,P,4.93E+11,Voting District 0492902000007,V1,G5240,S,1693769,73116,43.0215155,-83.7499466,1624.00,1229.00,795.91,71.92,5.90,593.92,64.93,6.93,545.94,109.90,6.93,532.92,123.91,5.90
744,49,GENESEE,49 140,26,140,26049140,P,4.91E+11,Voting District 0491206000007,V1,G5240,S,9276107,29916,42.9789575,-83.6406896,3036.00,2241.00,791.79,328.76,14.78,533.73,264.72,11.76,445.78,307.74,30.71,434.80,338.75,16.70
745,49,GENESEE,49 1600,26,1600,260491600,A,4.93E+11,Voting District 0493180000014,V1,G5240,N,8747211,986836,43.1281049,-83.607505,823.00,630.00,323.93,117.92,7.93,54.92,13.93,0.94,56.94,12.93,0.94,51.93,18.96,0.00
746,49,GENESEE,49 1310,26,1310,260491310,A,4.93E+11,Voting District 0492920000004,V1,G5240,N,2037670,52092,43.0564151,-83.8457889,1786.00,1346.00,603.86,540.89,15.86,684.84,515.85,3.86,453.86,692.88,22.87,459.85,705.88,15.86
747,49,GENESEE,49 970,26,970,26049970,A,4.93E+11,Voting District 0492900000051,V1,G5240,N,1812629,28590,43.0036561,-83.7031545,980.00,729.00,298.90,97.84,7.85,223.82,81.82,4.84,191.89,104.86,10.86,186.83,111.83,8.85
748,49,GENESEE,49 2070,26,2070,260492070,A,4.96E+11,Voting District 0495616000005,V1,G5240,N,7824456,0,42.9220421,-83.7209352,2320.00,1826.00,735.86,506.85,27.84,565.80,333.87,10.85,419.98,434.89,29.87,401.89,481.90,14.88
749,49,GENESEE,49 10,26,10,2604910,A,4.90E+11,Voting District 0490342000001,V1,G5240,N,27737900,2510931,42.8319554,-83.8307546,2809.00,2130.00,773.83,864.79,31.84,633.78,634.80,21.79,440.82,763.86,42.85,438.79,798.80,22.84
750,49,GENESEE,49 1850,26,1850,260491850,A,4.96E+11,Voting District 0495530000003,V1,G5240,N,20473454,257531,43.2016318,-83.9040843,1677.00,1243.00,489.86,307.89,23.86,413.86,249.88,10.88,335.88,299.89,19.89,322.87,326.86,9.88
751,49,GENESEE,49 1220,26,1220,260491220,P,4.93E+11,Voting District 0492902000015,V1,G5240,S,3383577,39373,42.9669664,-83.7173591,2485.00,1918.00,605.85,273.87,13.87,492.85,214.86,2.85,400.87,278.86,10.87,383.87,312.86,4.89
752,49,GENESEE,49 1110,26,1110,260491110,P,4.93E+11,Voting District 0492902000004,V1,G5240,S,2485374,29910,43.0227102,-83.7665188,1887.00,1494.00,787.90,248.93,10.89,616.91,185.91,4.91,501.89,282.90,8.89,499.91,281.92,6.90
753,49,GENESEE,49 1770,26,1770,260491770,A,4.93E+11,Voting District 0493330000013,V1,G5240,N,3394076,2491,42.955674,-83.5914613,1887.00,1355.00,617.91,380.91,20.93,485.92,295.91,11.93,369.93,374.93,24.91,353.92,406.91,15.90
754,49,GENESEE,49 580,26,580,26049580,A,4.93E+11,Voting District 0492900000011,V1,G5240,N,883188,0,43.0392108,-83.7219182,1402.00,886.00,747.81,20.83,3.83,435.81,19.82,1.84,419.83,29.83,1.84,406.84,45.83,0.85
755,49,GENESEE,49 1150,26,1150,260491150,P,4.93E+11,Voting District 0492902000008,V1,G5240,S,3793009,0,43.0405372,-83.75202,1836.00,1303.00,431.82,181.79,17.78,393.81,128.82,4.78,308.83,185.77,18.78,317.81,196.79,6.81
756,49,GENESEE,49 1000,26,1000,260491000,A,4.93E+11,Voting District 0492900000054,V1,G5240,N,1284838,0,42.9901925,-83.697749,2215.00,1675.00,647.76,202.78,15.78,421.75,171.78,12.76,371.79,210.76,19.75,369.79,217.79,15.78
757,49,GENESEE,49 2280,26,2280,260492280,P,4.98E+11,Voting District 0498238000004,V1,G5240,S,16573881,114198,43.1454718,-83.7275284,2103.00,1643.00,636.82,467.76,28.81,507.82,337.82,13.82,357.83,448.80,25.80,362.84,475.75,15.76
758,49,GENESEE,49 1470,26,1470,260491470,P,4.93E+11,Voting District 0493180000001,V1,G5240,S,8579425,804436,43.1088331,-83.6329112,1199.00,931.00,411.90,256.92,11.90,36.87,18.90,0.00,31.91,21.88,0.93,30.90,22.90,1.93
759,49,GENESEE,49 2100,26,2100,260492100,A,4.96E+11,Voting District 0495616000008,V1,G5240,N,19048819,71309,42.8925187,-83.7919508,2023.00,1533.00,577.85,509.84,20.85,389.86,262.85,6.86,300.84,328.85,11.86,290.83,341.84,9.88
760,49,GENESEE,49 2170,26,2170,260492170,A,4.98E+11,Voting District 0497770000002,V1,G5240,N,2327227,0,42.9609333,-83.8409854,1481.00,1062.00,390.92,245.93,12.92,317.91,177.94,4.92,259.91,223.93,12.92,272.92,219.92,7.93
761,49,GENESEE,49 70,26,70,2604970,A,4.90E+11,Voting District 0490400000004,V1,G5240,N,5683109,186687,42.9108533,-83.5173334,1856.00,1252.00,494.82,475.88,19.84,383.84,397.80,12.84,259.83,468.84,18.83,244.84,501.87,17.82
762,49,GENESEE,49 300,26,300,26049300,A,4.92E+11,Voting District 0491990000002,V1,G5240,N,5308221,0,43.0391767,-83.5416739,2150.00,1642.00,740.91,631.91,26.92,646.88,496.89,5.92,457.90,647.91,15.91,465.89,653.89,6.91
763,49,GENESEE,49 900,26,900,26049900,A,4.93E+11,Voting District 0492900000044,V1,G5240,N,672665,0,43.0263763,-83.6599692,1573.00,1142.00,593.84,161.82,12.80,431.82,126.81,3.80,334.83,208.85,11.81,321.82,219.78,6.82
764,49,GENESEE,49 2290,26,2290,260492290,A,4.98E+11,Voting District 0498238000005,V1,G5240,N,23796765,75400,43.1949033,-83.7920226,2138.00,1688.00,675.81,563.82,28.81,641.80,387.76,7.83,435.82,540.81,25.81,441.80,561.78,14.76
765,49,GENESEE,49 460,26,460,26049460,A,4.93E+11,Voting District 0492778000005,V1,G5240,N,9824146,2959146,42.8315048,-83.7478853,2946.00,2275.00,816.80,864.82,25.84,640.79,511.87,15.82,426.83,657.81,31.80,443.85,665.85,19.80
766,49,GENESEE,49 1550,26,1550,260491550,P,4.93E+11,Voting District 0493180000009,V1,G5240,S,3389315,0,43.0675715,-83.5874918,1909.00,1434.00,649.93,372.92,21.90,516.89,251.89,10.90,389.89,344.89,23.88,402.92,355.91,9.90
767,49,GENESEE,49 690,26,690,26049690,A,4.93E+11,Voting District 0492900000022,V1,G5240,N,1410055,0,43.0456656,-83.6428621,2496.00,1945.00,884.90,229.86,17.87,611.84,190.86,14.85,509.87,266.88,24.85,493.85,288.86,20.84
768,49,GENESEE,49 270,26,270,26049270,P,4.92E+11,Voting District 0491988000003,V1,G5240,S,1393908,0,43.0243403,-83.523852,1015.00,838.00,445.92,321.90,12.93,376.89,231.93,4.94,268.92,322.93,9.93,260.93,328.94,12.93
769,49,GENESEE,49 1780,26,1780,260491780,A,4.93E+11,Voting District 0493330000014,V1,G5240,N,2138195,0,42.9530908,-83.6058683,1717.00,1249.00,557.92,460.93,16.92,434.95,383.93,8.93,316.95,483.94,13.94,294.92,507.93,8.93
770,49,GENESEE,49 1460,26,1460,260491460,P,4.93E+11,Voting District 0493122000004,V1,G5240,S,30908134,17444,42.9069337,-83.8261741,2039.00,1565.00,653.85,580.83,27.85,500.87,360.87,7.87,354.85,468.84,19.86,352.87,487.86,11.86
771,49,GENESEE,49 2190,26,2190,260492190,A,4.98E+11,Voting District 0497770000004,V1,G5240,N,4962983,5158,42.9700737,-83.8051502,1661.00,1369.00,578.89,486.90,15.91,509.88,337.92,6.86,370.90,450.85,21.88,364.85,468.89,10.89
772,49,GENESEE,49 810,26,810,26049810,A,4.93E+11,Voting District 0492900000034,V1,G5240,N,985385,0,43.0294102,-83.7329738,2181.00,1611.00,1318.72,42.83,5.76,903.74,45.76,1.79,855.78,87.75,2.74,831.77,102.77,3.75
773,49,GENESEE,49 130,26,130,26049130,A,4.91E+11,Voting District 0491206000006,V1,G5240,N,1937757,0,42.9703386,-83.6873266,2844.00,2037.00,754.78,215.78,14.75,399.78,158.76,3.80,329.81,204.79,14.75,327.79,217.78,8.76
774,49,GENESEE,49 1560,26,1560,260491560,P,4.93E+11,Voting District 0493180000010,V1,G5240,S,2367261,34695,43.0543285,-83.6118426,1510.00,1195.00,536.96,263.95,17.96,434.95,205.95,10.95,347.95,266.95,22.94,349.94,282.96,8.96
775,49,GENESEE,49 920,26,920,26049920,A,4.93E+11,Voting District 0492900000046,V1,G5240,N,1425787,0,43.0067542,-83.6698988,2142.00,1435.00,1070.79,8.79,1.80,672.77,26.75,7.82,662.82,30.79,4.81,644.76,45.79,10.76
776,49,GENESEE,49 470,26,470,26049470,A,4.93E+11,Voting District 0492778000006,V1,G5240,N,4384364,297659,42.830444,-83.7098687,1867.00,1475.00,500.92,632.91,22.89,440.91,468.91,17.91,295.00,587.90,18.89,299.90,590.00,17.91
777,49,GENESEE,49 1620,26,1620,260491620,A,4.93E+11,Voting District 0493328000002,V1,G5240,N,2619734,35199,42.9220996,-83.6319793,1953.00,1496.00,516.89,374.89,15.89,372.90,258.88,13.89,265.91,340.90,15.89,238.87,381.90,12.89
778,49,GENESEE,49 2210,26,2210,260492210,A,4.98E+11,Voting District 0497946000002,V1,G5240,N,22799837,242471,43.1990295,-83.6097739,961.00,767.00,346.90,212.90,19.91,290.91,143.89,5.91,224.91,188.91,15.93,215.90,206.89,7.93
779,49,GENESEE,49 1900,26,1900,260491900,A,4.96E+11,Voting District 0495598000002,V1,G5240,N,2861574,0,43.0810411,-83.708845,1837.00,1337.00,534.81,68.66,8.72,360.99,51.70,5.65,327.65,75.69,12.63,321.67,86.74,7.61
780,49,GENESEE,49 750,26,750,26049750,A,4.93E+11,Voting District 0492900000028,V1,G5240,N,894060,0,43.0306179,-83.7096113,1582.00,1065.00,864.76,20.76,3.85,491.75,25.76,4.77,467.77,39.81,9.77,456.80,48.82,7.86
781,49,GENESEE,49 110,26,110,26049110,P,4.91E+11,Voting District 0491206000004,V1,G5240,S,3387604,5055,42.97626,-83.6747746,3354.00,2487.00,800.66,378.61,18.62,554.66,293.63,20.60,460.61,349.61,33.63,473.63,347.41,30.57
782,49,GENESEE,49 160,26,160,26049160,P,4.91E+11,Voting District 0491206000009,V1,G5240,S,4402174,21991,42.9838665,-83.5834443,1294.00,1002.00,412.95,278.94,20.96,313.95,192.96,14.96,236.96,245.97,21.95,241.96,254.94,15.96
783,49,GENESEE,49 190,26,190,26049190,P,4.91E+11,Voting District 0491206000012,V1,G5240,S,8052086,0,42.9806509,-83.6060414,1553.00,1231.00,608.91,426.92,28.90,533.90,285.91,9.90,399.89,383.93,19.88,409.90,378.90,18.90
784,49,GENESEE,49 280,26,280,26049280,A,4.92E+11,Voting District 0491988000004,V1,G5240,N,1555240,0,43.0384956,-83.5238159,1288.00,982.00,388.90,268.87,13.91,311.90,207.87,8.87,230.90,270.88,12.88,210.88,281.89,24.90
785,49,GENESEE,49 360,26,360,26049360,A,4.92E+11,Voting District 0491990000008,V1,G5240,N,7690237,2758,42.9973995,-83.5430645,3668.00,2581.00,1092.81,904.82,31.80,847.76,633.81,17.82,592.81,818.80,42.77,589.79,862.82,21.81
786,49,GENESEE,49 630,26,630,26049630,A,4.93E+11,Voting District 0492900000016,V1,G5240,N,146805,0,43.0484036,-83.7154235,396.00,259.00,193.97,2.96,0.00,100.93,2.96,0.95,92.96,8.95,1.96,96.97,5.95,2.96
787,49,GENESEE,49 1330,26,1330,260491330,P,4.93E+11,Voting District 0492922000001,V1,G5240,S,10834297,44149,43.1096176,-83.8406865,1425.00,1110.00,546.94,436.96,16.94,468.95,314.93,10.91,329.94,422.94,22.95,333.93,438.94,15.95
788,49,GENESEE,49 2260,26,2260,260492260,P,4.98E+11,Voting District 0498238000002,V1,G5240,S,13132541,21721,43.1978313,-83.7456964,1814.00,1412.00,577.86,340.88,12.89,511.87,260.90,10.86,400.84,344.85,13.84,366.84,389.90,13.84
789,49,GENESEE,49 530,26,530,26049530,A,4.93E+11,Voting District 0492900000006,V1,G5240,N,683224,0,43.0571904,-83.707923,1435.00,1017.00,813.86,5.88,1.88,470.88,6.88,6.88,454.90,20.86,5.88,436.88,35.87,5.88
790,49,GENESEE,49 640,26,640,26049640,A,4.93E+11,Voting District 0492900000017,V1,G5240,N,601768,0,43.0444346,-83.703421,1219.00,816.00,664.81,2.84,3.83,389.86,8.86,3.83,372.84,21.85,4.84,359.86,27.87,4.84
791,49,GENESEE,49 600,26,600,26049600,A,4.93E+11,Voting District 0492900000013,V1,G5240,N,2868744,0,43.0645488,-83.6857759,2190.00,1484.00,1086.53,8.60,2.70,650.59,15.64,2.70,632.57,22.58,7.63,610.61,45.57,7.63
792,49,GENESEE,49 890,26,890,26049890,A,4.93E+11,Voting District 0492900000043,V1,G5240,N,2260631,0,43.0251916,-83.6727888,2410.00,1798.00,689.72,227.72,15.70,489.74,179.81,11.82,384.74,248.70,24.71,369.70,264.74,29.80
793,49,GENESEE,49 1690,26,1690,260491690,A,4.93E+11,Voting District 0493330000005,V1,G5240,N,7048000,55767,42.9076644,-83.6732529,3314.00,2691.00,1061.82,594.82,15.86,955.87,643.82,21.84,724.84,820.85,30.85,694.83,872.82,29.86
794,49,GENESEE,49 1670,26,1670,260491670,A,4.93E+11,Voting District 0493330000003,V1,G5240,N,7148886,53013,42.9275335,-83.6571006,1939.00,1446.00,575.92,452.92,18.91,225.93,151.92,4.92,172.92,187.98,10.93,184.92,182.92,2.93
795,49,GENESEE,49 2250,26,2250,260492250,P,4.98E+11,Voting District 0498238000001,V1,G5240,S,5500970,5223,43.1741395,-83.7533898,2207.00,1734.00,811.88,460.90,24.88,664.88,305.90,6.93,484.89,442.90,19.89,490.89,455.89,7.89
796,49,GENESEE,49 440,26,440,26049440,A,4.93E+11,Voting District 0492778000003,V1,G5240,N,27579478,759514,42.834519,-83.792882,3600.00,2612.00,849.80,1050.79,42.79,751.83,745.81,19.80,474.83,938.76,44.76,503.78,943.81,30.81
797,49,GENESEE,49 1830,26,1830,260491830,A,4.96E+11,Voting District 0495530000001,V1,G5240,N,22081677,66511,43.1578611,-83.8472015,1626.00,1237.00,424.87,293.86,12.86,354.89,208.89,10.92,265.92,257.84,27.87,257.84,293.86,9.88
798,49,GENESEE,49 1370,26,1370,260491370,A,4.93E+11,Voting District 0492922000005,V1,G5240,N,5271598,11387,43.0837757,-83.8377802,1581.00,1185.00,500.95,412.96,13.96,423.96,280.96,4.96,279.95,398.96,10.96,282.95,398.96,9.96
799,49,GENESEE,49 430,26,430,26049430,A,4.93E+11,Voting District 0492778000002,V1,G5240,N,5312111,3485223,42.8462775,-83.7257917,1944.00,1575.00,596.91,665.90,16.91,498.90,519.92,13.93,319.91,650.94,28.89,328.92,659.91,15.92
800,49,GENESEE,49 1320,26,1320,260491320,A,4.93E+11,Voting District 0492920000005,V1,G5240,N,2109332,83837,43.0635301,-83.8614906,2153.00,1649.00,635.78,528.81,29.78,392.77,271.72,8.79,277.80,372.78,12.80,254.80,392.77,11.83
801,49,GENESEE,49 1070,26,1070,260491070,A,4.93E+11,Voting District 0492900000061,V1,G5240,N,1061303,0,42.9858344,-83.6616503,2119.00,1562.00,721.86,267.85,8.86,581.82,210.89,9.85,480.85,286.86,17.87,447.85,323.87,16.87
802,49,GENESEE,49 1100,26,1100,260491100,P,4.93E+11,Voting District 0492902000003,V1,G5240,S,4475554,0,43.0001103,-83.7856322,2163.00,1772.00,639.83,455.83,18.85,564.83,314.83,8.87,430.81,422.80,16.84,443.86,424.82,10.85
803,49,GENESEE,49 170,26,170,26049170,P,4.91E+11,Voting District 0491206000010,V1,G5240,S,8060391,0,43.0211116,-83.5946306,3177.00,2455.00,1020.77,600.77,24.80,848.74,449.75,10.78,625.68,608.78,38.77,664.78,592.76,18.79
804,49,GENESEE,49 1130,26,1130,260491130,P,4.93E+11,Voting District 0492902000006,V1,G5240,S,2617746,19754,43.014442,-83.7534722,1296.00,1048.00,740.94,189.94,9.92,617.93,124.93,6.94,529.91,183.92,22.92,504.93,211.93,12.92
805,49,GENESEE,49 550,26,550,26049550,A,4.93E+11,Voting District 0492900000008,V1,G5240,N,932709,0,43.0563686,-83.7299058,1776.00,1248.00,1080.89,9.89,0.91,715.90,8.89,1.91,700.90,16.90,6.90,681.91,33.91,3.93
806,49,GENESEE,49 120,26,120,26049120,A,4.91E+11,Voting District 0491206000005,V1,G5240,N,3824483,0,43.0368403,-83.6255035,2027.00,1596.00,729.88,425.90,27.87,609.87,298.87,11.88,470.89,386.89,36.88,474.89,405.87,16.89
807,49,GENESEE,49 230,26,230,26049230,A,4.92E+11,Voting District 0491626000004,V1,G5240,N,30183886,109052,43.0004508,-83.9076249,1542.00,1156.00,475.81,367.80,23.80,434.76,261.72,12.77,348.78,330.74,19.82,333.71,359.74,7.78
808,49,GENESEE,49 1410,26,1410,260491410,A,4.93E+11,Voting District 0492942000002,V1,G5240,N,32409459,359048,43.1877438,-83.5502372,2022.00,1529.00,645.73,441.71,30.78,517.73,350.73,14.72,402.73,421.70,31.77,401.74,450.70,12.75
809,49,GENESEE,49 380,26,380,26049380,P,4.93E+11,Voting District 0492776000002,V1,G5240,S,2443757,258504,42.7858313,-83.6958147,2070.00,1575.00,604.79,558.72,17.77,493.73,422.78,8.77,353.76,528.73,24.73,340.74,545.85,17.77
810,49,GENESEE,49 1520,26,1520,260491520,P,4.93E+11,Voting District 0493180000006,V1,G5240,S,10229756,54693,43.0975123,-83.6664535,1585.00,1156.00,485.86,155.76,13.81,296.83,118.83,9.84,278.80,128.81,13.81,270.79,142.82,6.82
811,49,GENESEE,49 250,26,250,26049250,A,4.92E+11,Voting District 0491988000001,V1,G5240,N,1224956,0,43.0368371,-83.5118623,1187.00,901.00,366.86,237.88,20.84,315.89,184.88,4.88,223.88,258.87,5.84,230.89,256.91,5.84
812,49,GENESEE,49 1530,26,1530,260491530,A,4.93E+11,Voting District 0493180000007,V1,G5240,N,1438890,59093,43.0541041,-83.6386598,1191.00,908.00,365.90,167.94,11.90,339.92,112.92,5.89,275.89,157.93,10.94,258.89,177.92,12.91
813,49,GENESEE,49 1580,26,1580,260491580,P,4.93E+11,Voting District 0493180000012,V1,G5240,S,8322194,254349,43.0953395,-83.587616,3623.00,2513.00,965.77,468.71,32.78,498.75,203.77,1.82,409.73,256.74,20.79,403.76,282.78,10.79
814,49,GENESEE,49 2030,26,2030,260492030,A,4.96E+11,Voting District 0495616000001,V1,G5240,N,2754509,0,42.9518264,-83.7022832,803.00,669.00,305.96,202.95,8.95,245.95,141.96,4.94,193.92,189.96,5.95,188.98,194.95,5.95
815,49,GENESEE,49 1340,26,1340,260491340,P,4.93E+11,Voting District 0492922000002,V1,G5240,S,26876101,603131,43.110589,-83.8952799,2361.00,1808.00,682.84,528.84,35.79,553.84,421.82,11.82,397.87,536.85,28.84,405.84,540.82,19.84
816,49,GENESEE,49 150,26,150,26049150,P,4.91E+11,Voting District 0491206000008,V1,G5240,S,3001114,0,42.9660479,-83.5924225,2540.00,1752.00,712.87,601.87,15.91,498.90,451.88,6.88,366.90,533.89,27.90,370.89,553.89,13.89
817,49,GENESEE,49 20,26,20,2604920,A,4.90E+11,Voting District 0490342000002,V1,G5240,N,30477213,1706736,42.795306,-83.8805427,3342.00,2441.00,817.69,744.69,42.61,620.66,582.63,23.58,454.62,690.66,47.55,465.64,704.61,33.63
818,49,GENESEE,49 1660,26,1660,260491660,A,4.93E+11,Voting District 0493330000002,V1,G5240,N,4971520,15935,42.9474085,-83.6478601,2250.00,1673.00,610.82,377.77,20.80,484.71,280.80,18.80,378.75,346.76,34.77,359.81,388.84,16.84
819,49,GENESEE,49 1120,26,1120,260491120,A,4.93E+11,Voting District 0492902000005,V1,G5240,N,5850161,282460,43.0342631,-83.782041,2719.00,2025.00,844.87,512.92,21.93,672.90,387.91,8.90,510.90,507.93,28.93,513.89,528.90,12.89
820,49,GENESEE,49 840,26,840,26049840,A,4.93E+11,Voting District 0492900000037,V1,G5240,N,1035040,0,43.0177614,-83.72486,1807.00,1295.00,708.84,221.87,20.84,550.87,183.88,12.95,416.90,292.87,22.85,424.87,292.87,18.88
821,49,GENESEE,49 1030,26,1030,260491030,A,4.93E+11,Voting District 0492900000057,V1,G5240,N,1676662,349479,42.9972757,-83.6605811,1535.00,1135.00,584.78,98.82,12.83,433.81,92.80,16.73,391.79,126.85,17.84,383.78,140.75,11.86
822,49,GENESEE,49 90,26,90,2604990,P,4.91E+11,Voting District 0491206000002,V1,G5240,S,1845398,0,42.9684507,-83.6638836,2818.00,2057.00,741.72,278.71,26.72,514.76,221.69,12.75,434.74,280.75,16.68,427.70,298.72,10.70
823,49,GENESEE,49 1610,26,1610,260491610,A,4.93E+11,Voting District 0493328000001,V1,G5240,N,2592247,0,42.9321494,-83.6241008,1450.00,1054.00,489.85,475.85,13.85,463.89,384.84,7.84,276.86,528.83,17.85,272.87,548.86,10.87
824,49,GENESEE,49 1630,26,1630,260491630,P,4.93E+11,Voting District 0493328000003,V1,G5240,S,1700046,776,42.9199206,-83.6113523,1960.00,1509.00,604.90,551.90,17.91,538.90,422.89,10.89,348.88,583.87,13.89,328.87,610.90,17.91
825,49,GENESEE,49 1230,26,1230,260491230,P,4.93E+11,Voting District 0492902000016,V1,G5240,S,3363179,0,42.9963607,-83.755334,2235.00,1726.00,513.75,230.71,14.70,411.70,167.71,12.75,327.95,226.68,23.73,344.56,227.66,11.74
826,49,GENESEE,49 240,26,240,26049240,A,4.92E+11,Voting District 0491662000001,V1,G5240,N,2881849,28338,43.1769511,-83.7356331,2646.00,2004.00,760.79,383.80,21.80,599.80,320.87,16.80,443.81,430.82,32.81,451.78,446.81,18.82
827,49,GENESEE,49 1210,26,1210,260491210,P,4.93E+11,Voting District 0492902000014,V1,G5240,S,1935194,0,42.9752802,-83.7012222,2102.00,1680.00,708.83,355.81,23.83,586.79,256.80,9.82,458.84,361.82,23.83,469.85,359.83,20.87
828,49,GENESEE,49 30,26,30,2604930,A,4.90E+11,Voting District 0490342000003,V1,G5240,N,31534057,69611,42.8444499,-83.8909318,762.00,579.00,198.85,234.84,18.83,172.81,158.79,0.90,117.83,196.90,7.83,114.81,208.85,2.87
829,49,GENESEE,49 1800,26,1800,260491800,A,4.95E+11,Voting District 0494782000001,V1,G5240,N,2694936,63606,42.8194198,-83.786112,1400.00,1086.00,451.93,450.90,21.93,403.91,356.91,8.89,272.90,451.93,19.90,280.90,451.93,17.91
830,49,GENESEE,49 50,26,50,2604950,A,4.90E+11,Voting District 0490400000002,V1,G5240,N,27669787,353580,42.9394686,-83.4952749,1400.00,1050.00,371.92,445.93,12.92,349.96,310.91,6.97,236.93,392.92,19.94,231.91,403.93,11.93
831,49,GENESEE,49 1790,26,1790,260491790,A,4.93E+11,Voting District 0493330000015,V1,G5240,N,15627650,205881,42.8916337,-83.6595659,2743.00,2010.00,581.82,725.86,11.84,494.80,527.84,10.85,343.87,634.81,20.84,328.83,666.81,10.85
832,49,GENESEE,49 2200,26,2200,260492200,A,4.98E+11,Voting District 0497946000001,V1,G5240,N,4337612,5452,43.1423434,-83.6826593,1015.00,784.00,304.87,138.90,10.90,210.93,105.88,8.90,174.88,122.91,12.89,180.86,132.89,5.88
833,49,GENESEE,49 100,26,100,26049100,P,4.91E+11,Voting District 0491206000003,V1,G5240,S,5636998,0,43.0086952,-83.605532,2980.00,2364.00,1061.68,554.66,38.66,820.68,450.70,21.69,659.69,563.73,42.71,641.67,614.72,23.72
834,49,GENESEE,49 1430,26,1430,260491430,P,4.93E+11,Voting District 0493122000001,V1,G5240,S,18785602,332837,42.9375331,-83.9003924,2131.00,1616.00,659.86,552.84,17.87,584.90,351.86,9.86,399.90,499.85,19.85,405.85,511.86,10.87
835,49,GENESEE,49 1540,26,1540,260491540,P,4.93E+11,Voting District 0493180000008,V1,G5240,S,2621787,0,43.0696117,-83.6067538,904.00,695.00,334.95,180.96,9.95,304.96,118.95,2.95,233.95,160.94,13.96,239.96,168.95,7.95
836,49,GENESEE,49 670,26,670,26049670,A,4.93E+11,Voting District 0492900000020,V1,G5240,N,3130626,633639,43.0571729,-83.6570664,2524.00,1735.00,744.86,142.88,6.86,451.86,110.87,14.87,426.85,136.83,13.87,406.85,156.89,7.86
