mi_geo_id,FIPS,County,Cty.VTD,STATEFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,TOTPOP,VAP,PRS08DEM,PRS08REP,PRS08OTH,GOV06DEM,GOV06REP,GOV06OTH,AG06DEM,AG06REP,AG06OTH,SOS06DEM,SOS06REP,SOS06OTH
1,1,ALCONA,1 70,26,70,2600170,A,ZZZZZZ,Voting Districts not defined,V1,G5240,N,0,-1458326361,44.6825347,-82.8340798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,1,ALCONA,1 40,26,40,2600140,A,13482000001,Voting District 0013482000001,V1,G5240,N,64565061,3166230,44.54628,-83.3797637,1409.00,1226.00,375.79,455.69,9.74,339.69,311.69,4.79,259.73,368.76,12.77,249.70,392.76,6.69
3,1,ALCONA,1 50,26,50,2600150,A,13574000001,Voting District 0013574000001,V1,G5240,N,92419117,410031,44.6430663,-83.4702772,795.00,620.00,162.70,209.65,6.74,133.70,163.67,6.74,103.69,183.73,9.70,97.68,195.70,5.58
4,1,ALCONA,1 80,26,80,2600180,A,13722000001,Voting District 0013722000001,V1,G5240,N,181148017,3645958,44.7130966,-83.5054913,1105.00,933.00,282.51,295.65,10.61,297.53,202.63,10.61,224.66,240.58,15.70,225.63,261.73,9.71
5,1,ALCONA,1 10,26,10,2600110,A,10104000001,Voting District 0010104000001,V1,G5240,N,148951224,23141297,44.8062371,-83.4473643,970.00,877.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,1,ALCONA,1 30,26,30,2600130,A,11932000001,Voting District 0011932000001,V1,G5240,N,177131206,6025830,44.5525681,-83.7775103,1236.00,1071.00,369.62,315.77,14.65,319.55,256.22,17.61,266.49,285.60,18.59,256.22,307.64,17.61
7,1,ALCONA,1 120,26,120,26001120,A,15474000001,Voting District 0015474000001,V1,G5240,N,369485481,2216847,44.7258098,-83.8020853,352.00,325.00,91.78,143.78,6.84,91.78,110.84,5.76,70.76,117.78,7.77,61.89,138.78,4.83
8,1,ALCONA,1 60,26,60,2600160,A,13688000001,Voting District 0013688000001,V1,G5240,N,78545047,44364,44.6457165,-83.3521647,1348.00,1142.00,317.75,474.75,11.79,318.74,368.72,13.78,213.76,416.77,26.75,207.76,455.72,16.71
9,1,ALCONA,1 110,26,110,26001110,A,15406000001,Voting District 0015406000001,V1,G5240,N,183363516,1273240,44.6411218,-83.6364449,404.00,367.00,120.65,108.84,5.80,116.76,81.80,2.81,77.81,108.84,5.80,79.71,115.79,4.75
10,1,ALCONA,1 100,26,100,26001100,A,15388000001,Voting District 0015388000001,V1,G5240,N,184795700,155511,44.5588829,-83.5142304,947.00,771.00,213.67,248.66,14.56,157.49,212.70,3.77,139.68,203.54,17.71,120.62,236.58,13.64
11,1,ALCONA,1 90,26,90,2600190,A,13738000001,Voting District 0013738000001,V1,G5240,N,90461339,378565,44.7230541,-83.3485883,722.00,623.00,206.76,227.77,5.75,210.73,203.74,5.75,168.85,224.79,10.80,152.79,248.67,8.76
12,1,ALCONA,1 20,26,20,2600120,A,11246000001,Voting District 0011246000001,V1,G5240,N,174717510,13320725,44.82663,-83.6129966,1161.00,982.00,288.73,370.70,10.72,327.71,236.72,2.78,248.68,287.66,11.70,237.71,317.66,6.70
13,1,ALCONA,1 98,26,98,2600198,A,13686000001,Voting District 0013686000001,V1,G5240,N,1584927,0,44.6572303,-83.2947225,493.00,412.00,133.89,126.87,4.88,129.86,113.89,3.84,86.87,133.89,13.85,79.85,152.88,6.86
14,3,ALGER,3 80,26,80,2600380,P,35622000002,Voting District 0035622000002,V1,G5240,S,377218763,1927053,46.4488192,-86.4783942,1322.00,1049.00,112.71,98.69,5.79,92.70,84.74,0.89,79.72,89.73,3.76,73.76,98.69,0.89
15,3,ALGER,3 50,26,50,2600350,A,35236000001,Voting District 0035236000001,V1,G5240,N,183054729,3482482,46.214964,-86.8698594,554.00,437.00,159.76,96.74,3.75,154.68,81.74,1.83,129.69,83.72,10.81,119.69,97.70,9.76
16,3,ALGER,3 70,26,70,2600370,P,35622000001,Voting District 0035622000001,V1,G5240,S,146504978,6534720,46.2904369,-86.6377981,1661.00,1494.00,431.72,449.80,15.83,390.80,301.79,14.97,301.79,342.67,20.78,275.73,399.74,13.74
17,3,ALGER,3 100,26,100,26003100,A,36916000001,Voting District 0036916000001,V1,G5240,N,209127892,652409,46.3468839,-86.9948981,1212.00,930.00,366.54,293.57,16.56,353.66,164.51,11.57,270.55,217.50,22.47,239.56,267.53,16.56
18,3,ALGER,3 40,26,40,2600340,A,34754000001,Voting District 0034754000001,V1,G5240,N,192245951,2409313,46.2412774,-87.0225292,438.00,346.00,127.61,103.87,4.77,106.75,59.83,3.78,81.79,70.87,3.78,76.85,86.81,2.80
19,3,ALGER,3 110,26,110,26003110,P,ZZZZZZ,ZZZZZZ,0,G5240,S,43326,2056474316,46.6757015,-85.9664301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,3,ALGER,3 10,26,10,2600310,A,30446000001,Voting District 0030446000001,V1,G5240,N,365875179,16768490,46.328287,-86.7541324,1138.00,955.00,323.42,337.45,12.48,299.45,224.56,2.66,229.59,257.85,12.48,204.39,299.45,10.51
21,3,ALGER,3 30,26,30,2600330,A,33338000001,Voting District 0033338000001,V1,G5240,N,58219263,970966,46.5218011,-86.6572292,47.00,34.00,13.97,12.97,0.00,13.97,8.97,0.00,11.98,11.98,0.00,9.97,13.97,0.00
22,3,ALGER,3 20,26,20,2600320,A,31196000001,Voting District 0031196000001,V1,G5240,N,596899394,21740199,46.5727257,-86.1007922,522.00,480.00,162.67,178.79,4.88,193.79,118.74,2.83,134.82,156.76,6.77,137.80,157.76,10.79
23,3,ALGER,3 60,26,60,2600360,A,35620000001,Voting District 0035620000001,V1,G5240,N,13603960,11820,46.4121439,-86.6601934,2355.00,1914.00,638.57,487.44,21.58,557.57,291.56,15.65,462.60,352.56,20.58,428.59,408.59,15.65
24,3,ALGER,3 90,26,90,2600390,A,36082000001,Voting District 0036082000001,V1,G5240,N,227225607,2648373,46.4335206,-87.0245857,352.00,317.00,131.79,125.73,1.84,118.84,82.79,2.76,89.76,96.77,13.75,84.76,112.78,4.80
25,5,ALLEGAN,5 100,26,100,26005100,A,52268000002,Voting District 0052268000002,V1,G5240,N,22498087,15980,42.7350981,-85.7358072,2517.00,1707.00,468.83,901.84,27.84,397.83,658.84,10.84,240.83,776.84,23.85,226.86,819.87,8.85
26,5,ALLEGAN,5 380,26,380,26005380,A,56164000002,Voting District 0056164000002,V1,G5240,N,27356317,474478,42.4680984,-85.6701984,3065.00,2244.00,708.66,570.62,19.64,533.61,415.74,10.67,337.69,533.61,38.70,333.69,568.65,16.71
27,5,ALLEGAN,5 490,26,490,26005490,A,58488000001,Voting District 0058488000001,V1,G5240,N,7714717,117001,42.6730812,-85.6417271,4079.00,2909.00,842.64,882.70,37.68,716.70,738.66,14.74,479.85,899.70,52.68,444.70,976.77,27.67
28,5,ALLEGAN,5 10,26,10,2600510,A,50126000001,Voting District 0050126000001,V1,G5240,N,7628083,624682,42.53377,-85.8430641,3455.00,2557.00,451.69,261.63,9.68,343.64,205.70,4.71,216.65,293.55,14.65,200.65,327.68,11.67
29,5,ALLEGAN,5 50,26,50,2600550,A,0051370000001A,Voting District 0051370000001A,V1,G5240,N,16945872,14593,42.4905594,-86.1582076,362.00,247.00,80.92,80.92,1.92,62.95,83.98,0.00,50.93,85.92,5.94,48.93,91.93,1.92
30,5,ALLEGAN,5 140,26,140,26005140,A,52774000001,Voting District 0052774000001,V1,G5240,N,2928966,72798,42.5947199,-86.1050663,1398.00,910.00,278.82,162.86,5.82,151.86,149.80,9.85,113.87,176.82,7.86,101.83,198.85,6.87
31,5,ALLEGAN,5 160,26,160,26005160,A,53136000001,Voting District 0053136000001,V1,G5240,N,82952430,1653017,42.5468321,-86.18667,2519.00,1987.00,707.66,661.59,35.62,608.59,557.64,17.65,420.63,684.56,44.65,403.51,726.63,28.62
32,5,ALLEGAN,5 270,26,270,26005270,A,54518000002,Voting District 0054518000002,V1,G5240,N,20021580,172643,42.7043014,-86.1899133,938.00,735.00,447.22,1077.92,26.35,342.65,997.66,8.40,220.11,1089.24,21.51,205.22,1114.87,16.34
33,5,ALLEGAN,5 320,26,320,26005320,A,55084000001,Voting District 0055084000001,V1,G5240,N,91168579,2003866,42.6408824,-86.0728443,3017.00,2121.00,568.65,990.63,19.63,434.74,808.66,7.71,293.64,898.67,23.67,268.64,955.68,10.73
34,5,ALLEGAN,5 330,26,330,26005330,A,0055200000001A,Voting District 0055200000001A,V1,G5240,N,90001227,1139481,42.5468318,-85.5969716,2219.00,1572.00,373.59,658.58,13.59,324.61,501.54,9.65,223.53,581.74,18.62,210.58,611.53,9.65
35,5,ALLEGAN,5 350,26,350,26005350,A,55520000001,Voting District 0055520000001,V1,G5240,N,92491924,741338,42.6335508,-85.8288646,2354.00,1700.00,449.61,596.69,19.67,337.62,483.61,10.67,228.61,552.70,35.69,228.61,576.58,22.64
36,5,ALLEGAN,5 390,26,390,26005390,A,56182000001,Voting District 0056182000001,V1,G5240,N,92333052,202840,42.7258689,-85.9536413,2911.00,2003.00,273.54,1333.65,31.49,162.55,983.56,10.59,95.49,1026.57,17.51,92.56,1047.53,7.48
37,5,ALLEGAN,5 370,26,370,26005370,A,56164000001,Voting District 0056164000001,V1,G5240,N,58688070,1156020,42.4742888,-85.7514819,2526.00,1961.00,723.69,645.70,37.66,634.66,472.71,10.67,420.69,614.67,29.69,375.69,694.72,18.61
38,5,ALLEGAN,5 480,26,480,26005480,A,0058458000001B,Voting District 0058458000001B,V1,G5240,N,44124322,625515,42.5297368,-85.7197553,1020.00,771.00,205.77,224.80,12.79,215.88,180.76,4.83,144.80,222.78,15.83,135.82,246.85,11.84
39,5,ALLEGAN,5 30,26,30,2600530,A,50128000001,Voting District 0050128000001,V1,G5240,N,45200809,2470839,42.5620435,-85.8660412,3028.00,2314.00,768.65,665.70,32.62,683.71,561.67,16.64,448.60,727.64,37.62,437.60,781.67,17.72
40,5,ALLEGAN,5 110,26,110,26005110,P,52268000003,Voting District 0052268000003,V1,G5240,S,5456419,30365,42.734809,-85.7108483,1712.00,1211.00,445.84,652.84,26.85,360.84,526.86,15.86,239.85,598.83,39.84,232.83,641.90,16.83
41,5,ALLEGAN,5 130,26,130,26005130,A,52274000001,Voting District 0052274000001,V1,G5240,N,4531359,584492,42.6389261,-86.2076036,1232.00,1059.00,471.63,245.65,6.63,366.65,211.85,7.76,280.69,269.56,19.67,259.69,293.72,19.67
42,5,ALLEGAN,5 410,26,410,26005410,A,57110000001,Voting District 0057110000001,V1,G5240,N,92456448,859796,42.719254,-85.8514246,4446.00,3127.00,629.56,1508.52,47.54,553.56,1110.55,8.60,346.58,1249.45,44.54,309.50,1323.60,12.52
43,5,ALLEGAN,5 240,26,240,26005240,A,0053920000001A,Voting District 0053920000001A,V1,G5240,N,91258502,801060,42.6311145,-85.7120056,1991.00,1496.00,375.52,634.48,27.50,370.45,501.60,9.65,251.52,592.54,23.59,238.30,616.51,16.52
44,5,ALLEGAN,5 280,26,280,26005280,A,54518000003,Voting District 0054518000003,V1,G5240,N,27699009,42168,42.7326886,-86.1528242,2551.00,2027.00,275.87,351.94,8.69,227.14,290.80,5.93,145.06,350.91,10.67,135.94,367.79,11.60
45,5,ALLEGAN,5 260,26,260,26005260,A,54518000001,Voting District 0054518000001,V1,G5240,N,8091411,50699,42.7574917,-86.1895927,2016.00,1527.00,561.44,887.65,17.53,461.72,814.07,24.20,319.35,927.36,26.31,262.37,1017.91,11.62
46,5,ALLEGAN,5 310,26,310,26005310,A,54676000002,Voting District 0054676000002,V1,G5240,N,28719839,1425352,42.7364079,-85.569806,1517.00,1062.00,201.86,650.76,12.82,177.78,446.82,5.81,116.87,486.78,11.79,106.82,507.82,8.82
47,5,ALLEGAN,5 70,26,70,2600570,A,51520000001,Voting District 0051520000001,V1,G5240,N,90186840,2840637,42.4666803,-85.9513962,2199.00,1681.00,523.54,455.55,28.40,443.43,359.40,15.46,309.43,455.55,30.45,292.49,493.50,20.35
48,5,ALLEGAN,5 120,26,120,26005120,P,52268000004,Voting District 0052268000004,V1,G5240,S,38305788,13373,42.7161668,-85.6886399,1905.00,1382.00,185.79,511.82,18.76,203.79,428.82,6.88,135.78,474.78,17.81,125.79,501.77,8.81
49,5,ALLEGAN,5 400,26,400,26005400,A,56474000001,Voting District 0056474000001,V1,G5240,N,5096316,218488,42.4520033,-85.6507207,3807.00,2901.00,1034.51,730.52,32.57,801.60,575.52,22.58,529.57,776.55,49.58,498.61,824.58,36.55
50,5,ALLEGAN,5 420,26,420,26005420,A,57170000001,Voting District 0057170000001,V1,G5240,N,3049067,752350,42.6570391,-86.2047393,925.00,809.00,395.71,228.71,12.76,376.79,200.75,7.58,270.65,254.78,29.78,256.73,287.70,19.75
51,5,ALLEGAN,5 450,26,450,26005450,A,58062000001,Voting District 0058062000001,V1,G5240,N,89700263,2983848,42.4566979,-85.8446529,2502.00,1975.00,622.55,574.57,29.64,589.52,439.55,13.53,392.52,566.53,40.57,395.00,589.52,28.53
52,5,ALLEGAN,5 20,26,20,2600520,A,50126000002,Voting District 0050126000002,V1,G5240,N,2336112,447408,42.520087,-85.8576903,1543.00,1152.00,759.76,582.77,32.78,558.79,429.79,12.80,389.76,533.77,46.79,378.76,576.79,26.80
53,5,ALLEGAN,5 40,26,40,2600540,A,50128000002,Voting District 0050128000002,V1,G5240,N,33543089,1347857,42.5441212,-85.798863,1380.00,1042.00,344.84,279.85,8.83,276.85,219.86,3.87,174.83,280.82,19.82,171.89,300.83,13.86
54,5,ALLEGAN,5 90,26,90,2600590,A,52268000001,Voting District 0052268000001,V1,G5240,N,27366426,5486,42.7214994,-85.7689009,1305.00,930.00,229.88,415.88,9.90,218.90,334.91,6.90,134.91,403.88,10.89,133.91,415.88,4.91
55,5,ALLEGAN,5 360,26,360,26005360,A,56162000001,Voting District 0056162000001,V1,G5240,N,5367730,162479,42.4566048,-85.6974911,3956.00,2865.00,981.59,710.53,33.58,778.54,538.56,21.62,489.62,763.70,35.57,480.49,796.57,25.58
56,5,ALLEGAN,5 430,26,430,26005430,A,57172000001,Voting District 0057172000001,V1,G5240,N,60526579,2196173,42.6333339,-86.1764015,2944.00,2328.00,962.57,778.54,26.52,810.57,642.53,13.63,605.67,776.58,38.56,567.49,850.50,28.48
57,5,ALLEGAN,5 460,26,460,26005460,A,58158000001,Voting District 0058158000001,V1,G5240,N,85265660,7921419,42.5629213,-85.9568868,2018.00,1520.00,515.75,441.80,14.69,387.84,362.77,15.81,267.81,449.79,26.79,236.77,486.82,21.77
58,5,ALLEGAN,5 500,26,500,26005500,A,58490000001,Voting District 0058490000001,V1,G5240,N,84485198,2107363,42.636962,-85.6102265,3088.00,2329.00,724.60,837.37,32.60,679.54,615.48,21.54,460.50,754.59,50.59,420.59,832.59,32.60
59,5,ALLEGAN,5 60,26,60,2600560,A,0051370000001B,Voting District 0051370000001B,V1,G5240,N,83785871,160491,42.4595595,-86.1982287,2472.00,1929.00,710.40,554.45,17.30,533.42,466.40,11.41,395.51,547.34,31.35,386.51,560.49,30.44
60,5,ALLEGAN,5 80,26,80,2600580,A,51672000001,Voting District 0051672000001,V1,G5240,N,90050720,1722321,42.5464735,-86.0588095,2084.00,1533.00,445.66,358.64,17.69,300.67,292.72,11.72,234.61,336.52,19.63,235.66,351.61,8.69
61,5,ALLEGAN,5 180,26,180,26005180,A,53572000002,Voting District 0053572000002,V1,G5240,N,41783776,781422,42.4564263,-85.5883366,3539.00,2658.00,638.74,534.72,27.74,499.68,414.67,22.63,346.71,533.68,28.69,323.66,573.69,21.66
62,5,ALLEGAN,5 220,26,220,26005220,A,53864005002,Voting District 0053864005002,V1,G5240,N,1035707,0,42.7651319,-86.1083721,1369.00,993.00,297.73,619.04,9.22,233.44,565.61,2.36,149.07,622.16,14.54,128.08,651.14,13.02
63,5,ALLEGAN,5 230,26,230,26005230,A,53864005003,Voting District 0053864005003,V1,G5240,N,3181654,0,42.7540202,-86.1189504,2107.00,1607.00,424.95,553.51,11.93,251.92,492.22,2.36,159.46,540.91,16.65,149.24,576.41,5.39
64,5,ALLEGAN,5 340,26,340,26005340,A,0055200000001B,Voting District 0055200000001B,V1,G5240,N,2017993,0,42.5370494,-85.6389193,410.00,308.00,80.95,101.92,2.90,71.93,78.94,0.00,43.97,100.93,1.94,48.94,100.93,0.95
65,5,ALLEGAN,5 510,26,510,26005510,P,ZZZZZZ,Voting Districts not defined,V1,G5240,S,0,-1728835454,42.5957875,-86.6347446,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,5,ALLEGAN,5 300,26,300,26005300,A,54676000001,Voting District 0054676000001,V1,G5240,N,61591105,449608,42.7183087,-85.6260778,3417.00,2382.00,478.60,1087.65,26.59,398.65,1002.58,12.62,261.15,1091.56,28.61,240.56,1139.59,17.62
67,5,ALLEGAN,5 440,26,440,26005440,A,57498000001,Voting District 0057498000001,V1,G5240,N,103549,0,42.4212512,-86.2614034,3.00,3.00,,,,,,,,,,,,
68,5,ALLEGAN,5 470,26,470,26005470,A,0058458000001A,Voting District 0058458000001A,V1,G5240,N,47461560,1277160,42.5748455,-85.7100886,1043.00,769.00,240.85,244.83,7.83,193.83,194.82,4.84,133.82,233.86,18.78,128.83,249.88,6.83
69,5,ALLEGAN,5 150,26,150,26005150,A,52812000001,Voting District 0052812000001,V1,G5240,N,73432169,59961,42.7145879,-86.0679326,2681.00,2000.00,307.46,1123.47,30.43,204.52,1022.43,9.74,135.49,1061.48,17.43,126.41,1081.48,18.26
70,5,ALLEGAN,5 170,26,170,26005170,A,53572000001,Voting District 0053572000001,V1,G5240,N,46461506,34450,42.4867643,-85.604462,2356.00,1698.00,981.60,984.85,48.68,858.69,702.68,23.67,562.68,911.67,48.68,548.62,959.69,27.72
71,5,ALLEGAN,5 190,26,190,26005190,A,53746000001,Voting District 0053746000001,V1,G5240,N,91572414,1390228,42.6440625,-85.9501906,3317.00,2370.00,505.54,1203.61,37.63,408.62,991.55,12.67,254.58,1085.57,35.60,212.40,1158.53,15.62
72,5,ALLEGAN,5 200,26,200,26005200,A,53864004002,Voting District 0053864004002,V1,G5240,N,1701042,0,42.7653849,-86.1327432,1565.00,1185.00,346.40,552.07,9.24,263.79,493.50,8.45,173.66,558.78,26.02,150.52,609.01,7.52
73,5,ALLEGAN,5 210,26,210,26005210,A,53864005001,Voting District 0053864005001,V1,G5240,N,15304840,177476,42.750713,-86.085668,1975.00,1443.00,321.34,367.96,9.14,167.38,311.20,8.34,124.31,335.67,12.35,114.68,356.06,9.65
74,5,ALLEGAN,5 250,26,250,26005250,A,0053920000001B,Voting District 0053920000001B,V1,G5240,N,1239314,0,42.6250535,-85.7633446,610.00,426.00,137.86,134.85,4.86,135.87,105.88,2.88,92.87,139.86,5.91,97.98,140.85,1.88
75,5,ALLEGAN,5 290,26,290,26005290,A,54660000001,Voting District 0054660000001,V1,G5240,N,91118612,2395927,42.4621577,-86.0756696,4015.00,2719.00,634.36,427.35,16.41,431.29,396.43,23.40,350.31,420.25,53.05,338.35,449.38,40.48
76,7,ALPENA,7 40,26,40,2600740,A,70174000004,Voting District 0070174000004,V1,G5240,N,2859232,1071,45.0563803,-83.462435,1688.00,1375.00,471.63,422.62,16.63,455.60,266.62,10.65,318.71,358.62,24.72,288.76,417.66,9.73
77,7,ALPENA,7 20,26,20,2600720,A,70174000002,Voting District 0070174000002,V1,G5240,N,7457075,35385,45.0786775,-83.4123451,1797.00,1330.00,466.73,237.73,13.76,317.74,153.75,8.72,246.78,189.79,30.62,228.72,225.53,16.76
78,7,ALPENA,7 140,26,140,26007140,A,75122000001,Voting District 0075122000001,V1,G5240,N,133699811,5689059,45.1319619,-83.5555957,1690.00,1284.00,394.71,387.73,19.71,377.72,249.68,10.70,265.72,318.72,22.71,247.68,367.66,15.67
79,7,ALPENA,7 10,26,10,2600710,A,70174000001,Voting District 0070174000001,V1,G5240,N,6816212,338042,45.0840968,-83.4472693,1829.00,1500.00,390.00,233.71,5.82,300.74,129.78,6.74,231.71,180.74,20.80,221.75,203.71,4.84
80,7,ALPENA,7 80,26,80,2600780,P,70176000002,Voting District 0070176000002,V1,G5240,S,117191348,2996449,45.1071767,-83.3595284,1798.00,1466.00,592.80,517.29,21.09,639.64,327.63,10.77,431.65,458.66,26.68,362.69,570.64,15.73
81,7,ALPENA,7 30,26,30,2600730,A,70174000003,Voting District 0070174000003,V1,G5240,N,2603908,1372622,45.0737114,-83.4591475,1873.00,1515.00,505.75,409.79,11.78,469.79,264.78,3.78,337.77,355.71,12.78,305.77,407.77,15.79
82,7,ALPENA,7 70,26,70,2600770,P,70176000001,Voting District 0070176000001,V1,G5240,S,67095066,12512136,45.172516,-83.450753,1726.00,1342.00,458.06,418.28,14.10,400.74,292.75,8.79,307.73,355.81,12.72,279.74,394.76,4.80
83,7,ALPENA,7 180,26,180,26007180,A,78768000001,Voting District 0078768000001,V1,G5240,N,205288565,1381999,45.0086812,-83.6203658,2029.00,1579.00,402.60,589.59,27.52,414.53,445.51,15.82,291.40,512.45,27.52,244.62,587.58,15.82
84,7,ALPENA,7 90,26,90,2600790,P,70176000003,Voting District 0070176000003,V1,G5240,S,22218853,747672,45.0947058,-83.5018665,2262.00,1841.00,641.14,566.99,23.64,646.79,348.78,5.80,414.80,498.78,23.79,379.80,569.77,11.80
85,7,ALPENA,7 150,26,150,26007150,A,76152000001,Voting District 0076152000001,V1,G5240,N,273847120,3867489,44.8848589,-83.6549631,1675.00,1328.00,334.71,486.71,10.72,307.69,348.72,8.71,225.81,389.64,28.71,205.78,440.72,10.72
86,7,ALPENA,7 50,26,50,2600750,A,70174000005,Voting District 0070174000005,V1,G5240,N,1416832,0,45.0537349,-83.4430791,1501.00,1190.00,490.71,426.72,14.71,495.72,280.72,8.70,341.72,395.76,19.72,292.73,442.71,24.73
87,7,ALPENA,7 160,26,160,26007160,A,77124000001,Voting District 0077124000001,V1,G5240,N,113396098,124427,44.8927865,-83.4529611,2116.00,1608.00,505.53,533.59,14.55,461.52,367.58,13.62,328.50,448.48,26.54,278.61,512.53,21.56
88,7,ALPENA,7 190,26,190,26007190,P,ZZZZZZ,Voting Districts not defined,V1,G5240,S,0,-1444806886,45.0292647,-82.915342,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,7,ALPENA,7 100,26,100,26007100,P,70176000004,Voting District 0070176000004,V1,G5240,S,11165322,779630,45.0396592,-83.5023779,1464.00,1165.00,400.26,289.24,11.73,358.81,173.82,5.80,244.81,260.81,12.80,223.76,291.77,4.81
90,7,ALPENA,7 170,26,170,26007170,A,78518000001,Voting District 0078518000001,V1,G5240,N,137848871,430339,45.1418118,-83.8131126,307.00,238.00,56.82,69.88,1.91,40.90,63.85,0.00,30.96,65.88,3.89,20.85,78.90,0.92
91,7,ALPENA,7 120,26,120,26007120,A,73474000001,Voting District 0073474000001,V1,G5240,N,184019250,23343460,45.0071531,-83.794901,1228.00,973.00,277.66,336.57,13.50,269.47,208.47,7.61,204.63,255.56,4.69,170.63,298.59,7.61
92,7,ALPENA,7 130,26,130,26007130,A,74936001001,Voting District 0074936001001,V1,G5240,N,140359958,1228806,45.1548589,-83.6810524,1010.00,788.00,258.72,275.86,6.72,242.77,190.73,1.85,153.74,252.74,12.68,131.80,283.83,6.72
93,7,ALPENA,7 110,26,110,26007110,P,70176000005,Voting District 0070176000005,V1,G5240,S,52858435,3708145,44.9862718,-83.4856185,1810.00,1482.00,525.52,507.01,15.36,511.86,298.85,13.82,315.77,439.82,33.81,291.81,495.80,13.82
94,7,ALPENA,7 60,26,60,2600760,A,70174000006,Voting District 0070174000006,V1,G5240,N,968610,0,45.0609866,-83.444447,1795.00,1405.00,526.70,410.77,6.66,469.74,271.73,7.72,331.78,374.75,21.74,293.72,415.71,16.70
95,9,ANTRIM,9 110,26,110,26009110,A,95064000001,Voting District 0095064000001,V1,G5240,N,92821989,246186,44.9055627,-85.034174,3763.00,2694.00,710.27,690.20,26.94,479.17,545.28,16.25,398.21,583.26,34.12,380.18,616.21,27.31
96,9,ANTRIM,9 160,26,160,26009160,A,98330000001,Voting District 0098330000001,V1,G5240,N,91940318,244930,45.0683189,-84.9302478,416.00,291.00,77.88,91.88,5.87,64.90,73.85,7.82,51.86,77.88,9.84,41.84,89.81,8.87
97,9,ANTRIM,9 140,26,140,26009140,A,97626000001,Voting District 0097626000001,V1,G5240,N,88961453,184461,44.9809438,-84.9184291,926.00,720.00,204.53,238.59,11.75,170.64,196.61,2.75,121.46,222.33,10.63,113.60,224.65,15.63
98,9,ANTRIM,9 50,26,50,2600950,A,92464000001,Voting District 0092464000001,V1,G5240,N,90230637,1331687,45.084784,-85.1561711,877.00,678.00,234.68,247.75,11.77,187.73,204.74,14.73,163.75,212.71,14.73,153.71,233.79,12.69
99,9,ANTRIM,9 40,26,40,2600940,A,91940000001,Voting District 0091940000001,V1,G5240,N,89883795,1273394,44.8959037,-85.1592545,1134.00,915.00,253.58,366.60,11.52,200.31,304.64,6.59,159.34,331.52,19.52,137.59,364.46,10.58
100,9,ANTRIM,9 10,26,10,2600910,A,90524000001,Voting District 0090524000001,V1,G5240,N,116401030,2379141,45.1680308,-85.3054822,1609.00,1243.00,377.41,602.57,26.52,305.52,539.35,9.53,220.47,577.71,30.22,194.46,634.56,11.23
101,9,ANTRIM,9 80,26,80,2600980,A,93750000001,Voting District 0093750000001,V1,G5240,N,41965540,17763506,44.89645,-85.2667357,1001.00,847.00,321.87,355.81,7.63,313.73,275.69,3.73,206.62,353.66,13.65,174.62,392.63,15.65
102,9,ANTRIM,9 70,26,70,2600970,A,92960000001,Voting District 0092960000001,V1,G5240,N,62517150,24325854,44.9847672,-85.2565948,1720.00,1431.00,524.55,742.48,21.50,491.53,602.50,12.46,324.50,710.53,32.50,257.72,807.53,17.56
103,9,ANTRIM,9 150,26,150,26009150,A,98010000001,Voting District 0098010000001,V1,G5240,N,39088472,15568740,45.039905,-85.3442191,1194.00,1063.00,373.75,546.70,9.71,382.83,469.76,6.74,273.71,540.69,26.75,221.65,614.68,13.67
104,9,ANTRIM,9 20,26,20,2600920,A,91442000001,Voting District 0091442000001,V1,G5240,N,71232016,9841761,45.0785348,-85.2801256,2198.00,1766.00,575.25,737.19,38.32,492.90,551.31,22.23,326.44,682.42,35.56,296.20,733.36,29.28
105,9,ANTRIM,9 130,26,130,26009130,A,95444000001,Voting District 0095444000001,V1,G5240,N,66206651,40432045,44.9104295,-85.3413731,2204.00,1770.00,647.69,866.48,35.77,586.60,690.74,15.64,414.64,806.62,34.52,372.73,890.67,17.82
106,9,ANTRIM,9 30,26,30,2600930,A,91538000001,Voting District 0091538000001,V1,G5240,N,91466829,663631,44.9960548,-85.0321766,511.00,407.00,115.90,125.56,8.73,89.77,111.83,7.54,70.64,118.68,13.63,72.58,119.56,10.69
107,9,ANTRIM,9 100,26,100,26009100,A,94240000001,Voting District 0094240000001,V1,G5240,N,88702679,2622394,44.9972131,-85.1366187,1767.00,1399.00,421.44,580.57,17.47,334.28,461.77,10.50,229.42,530.26,14.61,190.41,585.34,16.48
