sd_geo_id	sd_vote_id	statefp10	countyfp10	totpop	vap	vtd_fact	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	sd_agg	fraction	mergevar	county	precinct	usp_tot_08	usp_r_08	usp_d_08	ush_r_08	ush_d_08	uss_r_08	uss_d_08	usp_08	ush_08	uss_08	av_08	ndv	nrv
577	"494"	46	93	89	67	"VTD-20"	"VTD-20"	"46093VTD-20"	"A"	"VTD-precinct 20 - Hereford"	"VTD-precinct 20 - Hereford"	0	"G5240"	"N"	364602565	309850	44.43505	-102.87646	"67"	"1"	"494"	"Meade"	"Hereford #20"	48.0	37.0	11.0	26.0	31.0	24.0	34.0	0.22916667	0.54385966	0.5862069	0.46625766	22.380367	25.619633
578	"485"	46	93	214	162	"VTD-27"	"VTD-27"	"46093VTD-27"	"A"	"VTD-precinct 27 - ChalkButte"	"VTD-precinct 27 - ChalkButte"	0	"G5240"	"N"	994732718	2222748	44.522697	-102.67211	"162"	"1"	"485"	"Meade"	"Chalk Butte #27"	136.0	113.0	23.0	83.0	63.0	101.0	46.0	0.16911764	0.43150684	0.31292516	0.30769232	41.846153	94.15385
579	"481"	46	93	286	223	"VTD-9"	"VTD-9"	"46093VTD-9"	"A"	"VTD-precinct 9 - BearButte"	"VTD-precinct 9 - BearButte"	0	"G5240"	"N"	312212996	762472	44.540558	-103.31526	"223"	"1"	"481"	"Meade"	"Bear Butte #9"	155.0	116.0	39.0	81.0	79.0	96.0	63.0	0.2516129	0.49375	0.3962264	0.38185653	59.187763	95.81223
580	"519"	46	95	581	413	"VTD-5"	"VTD-5"	"46095VTD-5"	"A"	"VTD-precinct 5 White River"	"VTD-precinct 5 White River"	0	"G5240"	"N"	1340498	0	43.56707	-100.74486	"413"	"1"	"519"	"Mellette"	"White River"	243.0	111.0	132.0	62.0	187.0	57.0	193.0	0.54320985	0.75100404	0.772	0.69002694	167.67654	75.32345
581	"518"	46	95	537	339	"VTD-6"	"VTD-6"	"46095VTD-6"	"A"	"VTD-precinct 6"	"VTD-precinct 6"	0	"G5240"	"N"	1146947386	4015889	43.610058	-101.0902	"339"	"1"	"518"	"Mellette"	"West"	183.0	100.0	83.0	68.0	122.0	72.0	118.0	0.45355192	0.6421053	0.6210526	0.5737122	104.98934	78.01066
582	"516"	46	95	661	423	"VTD-2"	"VTD-2"	"46095VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	1153163947	2389173	43.57254	-100.7772	"423"	"1"	"516"	"Mellette"	"Central"	234.0	121.0	113.0	75.0	167.0	75.0	165.0	0.48290598	0.69008267	0.6875	0.62150836	145.43297	88.56704
583	"517"	46	95	269	212	"VTD-3"	"VTD-3"	"46095VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	1084454962	2814621	43.561745	-100.41516	"212"	"1"	"517"	"Mellette"	"East"	158.0	113.0	45.0	62.0	99.0	75.0	84.0	0.28481013	0.61490685	0.5283019	0.47698745	75.36401	82.63599
584	"524"	46	97	271	208	"VTD-1"	"VTD-1"	"46097VTD-1"	"A"	"VTD-Howard precinct 1"	"VTD-Howard precinct 1"	0	"G5240"	"N"	718465	0	44.013596	-97.519035	"208"	"1"	"524"	"Miner"	"Howard City Ward 1"	158.0	67.0	91.0	36.0	127.0	40.0	124.0	0.5759494	0.7791411	0.75609756	0.70515466	111.41444	46.585567
585	"525"	46	97	292	236	"VTD-2"	"VTD-2"	"46097VTD-2"	"A"	"VTD-Howard precinct 2"	"VTD-Howard precinct 2"	0	"G5240"	"N"	513459	0	44.015953	-97.52945	"236"	"1"	"525"	"Miner"	"Howard City Ward 2"	151.0	64.0	87.0	34.0	124.0	39.0	118.0	0.57615894	0.7848101	0.75159234	0.7060086	106.6073	44.392704
586	"522"	46	97	252	200	"VTD-8"	"VTD-8"	"46097VTD-8"	"A"	"VTD-precinct 8"	"VTD-precinct 8"	0	"G5240"	"N"	272656206	833462	44.117573	-97.701004	"200"	"1"	"522"	"Miner"	"Gr Valley Carthage Redstone Twp"	122.0	64.0	58.0	31.0	97.0	35.0	94.0	0.47540984	0.7578125	0.72868216	0.6569921	80.15304	41.846966
587	"523"	46	97	372	265	"VTD-7"	"VTD-7"	"46097VTD-7"	"A"	"VTD-precinct 7"	"VTD-precinct 7"	0	"G5240"	"N"	367863777	0	44.108696	-97.49018	"265"	"1"	"523"	"Miner"	"Henden Adams Belleview Grafton"	190.0	98.0	92.0	37.0	160.0	45.0	156.0	0.48421052	0.8121827	0.7761194	0.6938776	131.83673	58.163265
588	"527"	46	97	355	259	"VTD-4"	"VTD-4"	"46097VTD-4"	"A"	"VTD-precinct 4"	"VTD-precinct 4"	0	"G5240"	"N"	279462284	630896	43.89953	-97.54014	"259"	"1"	"527"	"Miner"	" Vermillion, Canova, Rock Creek-"	160.0	72.0	88.0	30.0	139.0	37.0	133.0	0.55	0.8224852	0.7823529	0.7214429	115.43086	44.569138
589	"526"	46	97	295	232	"VTD-3"	"VTD-3"	"46097VTD-3"	"A"	"VTD-Howard precinct 3"	"VTD-Howard precinct 3"	0	"G5240"	"N"	1236965	0	44.00892	-97.52588	"232"	"1"	"526"	"Miner"	"Howard City Ward 3"	141.0	63.0	78.0	36.0	111.0	41.0	107.0	0.5531915	0.75510204	0.722973	0.6788991	95.72477	45.27523
590	"521"	46	97	395	296	"VTD-6"	"VTD-6"	"46097VTD-6"	"A"	"VTD-precinct 6"	"VTD-precinct 6"	0	"G5240"	"N"	276434741	664461	43.97197	-97.540405	"296"	"1"	"521"	"Miner"	"Clearwater Howard Roswell Twps"	182.0	106.0	76.0	55.0	132.0	59.0	129.0	0.41758242	0.7058824	0.6861702	0.6050269	110.1149	71.8851
591	"520"	46	97	157	117	"VTD-5"	"VTD-5"	"46097VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	278212834	2067308	43.974365	-97.77943	"117"	"1"	"520"	"Miner"	" Beaver, Clinton, Miner"	78.0	43.0	35.0	25.0	60.0	32.0	54.0	0.44871795	0.7058824	0.627907	0.59839356	46.674698	31.325302
592	"569"	46	99	2025	1734	"N5-2"	"N5-2"	"46099N5-2"	"A"	"VTD 5-2"	"VTD 5-2"	0	"G5240"	"N"	969137	22434	43.542957	-96.724556	"NA"	"0.525136281"	"569"	"Minnehaha"	"5-1 (Including: 5-2)"	675.32526	237.3616	437.96365	165.41792	514.1084	178.0212	509.3822	0.64852256	0.7565688	0.74102366	0.7156081	483.26825	192.05702
593	"593"	46	99	3247	2110	"N5"	"N5"	"46099N5"	"A"	"VTD 5"	"VTD 5"	0	"G5240"	"N"	4280282	60487	43.583183	-96.605484	"2110"	"1"	"593"	"Minnehaha"	"VP-5"	1475.0	828.0	647.0	448.0	1042.0	559.0	931.0	0.43864408	0.69932884	0.6248322	0.58810323	867.4523	607.5477
594	"586"	46	99	2895	1958	"N15"	"N15"	"46099N15"	"A"	"VTD 15"	"VTD 15"	0	"G5240"	"N"	5088191	21350	43.600807	-96.58716	"1958"	"1"	"586"	"Minnehaha"	"VP-15"	1457.0	804.0	653.0	475.0	992.0	548.0	923.0	0.44818118	0.6762099	0.6274643	0.58430034	851.3256	605.6744
595	"582"	46	99	2305	1619	"NVP10"	"NVP10"	"46099NVP10"	"A"	"VTD VP10"	"VTD VP10"	0	"G5240"	"N"	215126650	856321	43.740726	-96.535904	"1619"	"1"	"582"	"Minnehaha"	"VP-10"	1108.0	558.0	550.0	316.0	822.0	356.0	785.0	0.4963899	0.72231984	0.687993	0.6368468	705.6262	402.37378
596	"567"	46	99	1801	1218	"N4-8"	"N4-8"	"46099N4-8"	"A"	"VTD 4-8"	"VTD 4-8"	0	"G5240"	"N"	1055835	2865	43.549656	-96.683624	"3314"	"0.367531684"	"567"	"Minnehaha"	"4-7 (Including: 4-8)"	595.76886	256.90463	338.86423	163.5516	437.3627	190.38141	411.6355	0.5687847	0.72782874	0.6837607	0.6604005	393.44604	202.32281
597	"NA"	46	99	2156	1633	"N5-15"	"N5-15"	"46099N5-15"	"A"	"VTD 5-15"	"VTD 5-15"	0	"G5240"	"N"	1361372	24912	43.55058	-96.71636	"NA"	"NA"	"NA"	"NA"	"NA"	1286.0	452.0	834.0	315.0	979.0	339.0	970.0						
598	"585"	46	99	1781	1292	"N13"	"N13"	"46099N13"	"A"	"VTD VP13"	"VTD VP13"	0	"G5240"	"N"	320608686	4179855	43.798588	-96.9469	"1292"	"1"	"585"	"Minnehaha"	"VP-13"	891.0	504.0	387.0	272.0	639.0	321.0	595.0	0.43434343	0.701427	0.6495633	0.5963944	531.3874	359.61258
599	"554"	46	99	3304	2596	"N4-13"	"N4-13"	"46099N4-13"	"A"	"VTD 4-13"	"VTD 4-13"	0	"G5240"	"N"	1654431	51918	43.55576	-96.739235	"2596"	"1"	"554"	"Minnehaha"	"3-4"	1296.0	506.0	790.0	349.0	943.0	387.0	923.0	0.6095679	0.72987616	0.7045801	0.6813751	883.0621	412.93793
600	"531"	46	99	880	722	"N1-2"	"N1-2"	"46099N1-2"	"A"	"VTD 1-2"	"VTD 1-2"	0	"G5240"	"N"	491031	0	43.52393	-96.75865	"722"	"1"	"531"	"Minnehaha"	"1-2"	629.0	309.0	320.0	222.0	412.0	242.0	396.0	0.50874406	0.64984226	0.62068963	0.5933719	373.23093	255.76907
601	"528"	46	99	1271	987	"N1-1"	"N1-1"	"46099N1-1"	"A"	"VTD 1-1"	"VTD 1-1"	0	"G5240"	"N"	611640	0	43.523964	-96.753044	"987"	"1"	"528"	"Minnehaha"	"1-1"	696.0	350.0	346.0	223.0	491.0	263.0	453.0	0.49712643	0.68767506	0.63268155	0.60677326	422.3142	273.6858
602	"557"	46	99	2902	2265	"N3-7"	"N3-7"	"46099N3-7"	"A"	"VTD 3-7"	"VTD 3-7"	0	"G5240"	"N"	2053280	7510	43.540707	-96.7651	"2265"	"1"	"557"	"Minnehaha"	"3-7"	1136.0	462.0	674.0	290.0	859.0	348.0	807.0	0.5933099	0.74760664	0.6987013	0.6802326	772.7442	363.25583
603	"574"	46	99	1817	1489	"N5-3"	"N5-3"	"46099N5-3"	"A"	"VTD 5-3"	"VTD 5-3"	0	"G5240"	"N"	647165	0	43.533554	-96.735634	"1489"	"1"	"574"	"Minnehaha"	"5-3"	589.0	252.0	337.0	155.0	447.0	179.0	425.0	0.5721562	0.7425249	0.70364237	0.6735376	396.71365	192.28635
604	"570"	46	99	1554	1283	"N5-10"	"N5-10"	"46099N5-10"	"A"	"VTD 5-10"	"VTD 5-10"	0	"G5240"	"N"	850740	0	43.524	-96.74558	"1283"	"1"	"570"	"Minnehaha"	"5-10"	840.0	385.0	455.0	222.0	619.0	271.0	578.0	0.5416667	0.73602855	0.6808009	0.6529644	548.4901	291.5099
605	"580"	46	99	2352	2098	"N5-9"	"N5-9"	"46099N5-9"	"A"	"VTD 5-9"	"VTD 5-9"	0	"G5240"	"N"	976334	0	43.523964	-96.73625	"2098"	"1"	"580"	"Minnehaha"	"5-9"	733.0	293.0	440.0	219.0	502.0	237.0	491.0	0.60027283	0.6962552	0.6744506	0.6567369	481.38818	251.61182
606	"544"	46	99	2635	1816	"N2-6"	"N2-6"	"46099N2-6"	"A"	"VTD 2-6"	"VTD 2-6"	0	"G5240"	"N"	1302252	724	43.521595	-96.677505	"1816"	"1"	"544"	"Minnehaha"	"2-6"	1386.0	709.0	677.0	457.0	950.0	559.0	846.0	0.48845598	0.67519546	0.60213524	0.58909005	816.4788	569.5212
607	"546"	46	99	1872	1378	"N2-8"	"N2-8"	"46099N2-8"	"A"	"VTD 2-8"	"VTD 2-8"	0	"G5240"	"N"	1436826	0	43.50377	-96.68252	"1378"	"1"	"546"	"Minnehaha"	"2-8"	1149.0	649.0	500.0	428.0	721.0	503.0	658.0	0.43516102	0.6275022	0.5667528	0.5432206	624.16046	524.83954
608	"572"	46	99	1476	1136	"N5-12"	"N5-12"	"46099N5-12"	"A"	"VTD 5-12"	"VTD 5-12"	0	"G5240"	"N"	1244162	0	43.51724	-96.72637	"1136"	"1"	"572"	"Minnehaha"	"5-12"	853.0	380.0	473.0	226.0	631.0	280.0	580.0	0.55451345	0.7362894	0.6744186	0.65525293	558.9307	294.06927
609	"578"	46	99	1102	845	"N5-7"	"N5-7"	"46099N5-7"	"A"	"VTD 5-7"	"VTD 5-7"	0	"G5240"	"N"	1032890	0	43.527966	-96.716156	"845"	"1"	"578"	"Minnehaha"	"5-7"	775.0	359.0	416.0	258.0	513.0	299.0	478.0	0.5367742	0.66536963	0.61518663	0.6056823	469.40378	305.59622
610	"569"	46	99	2058	1568	"N5-1"	"N5-1"	"46099N5-1"	"A"	"VTD 5-1"	"VTD 5-1"	0	"G5240"	"N"	639180	0	43.541836	-96.73557	"1568"	"0.474863719"	"569"	"Minnehaha"	"5-1 (Including: 5-2)"	610.67474	214.6384	396.03635	149.58208	464.89157	160.9788	460.6178	0.64852256	0.7565688	0.74102366	0.7156081	437.0038	173.67093
611	"540"	46	99	2412	1820	"N2-2"	"N2-2"	"46099N2-2"	"A"	"VTD 2-2"	"VTD 2-2"	0	"G5240"	"N"	2754798	33655	43.513767	-96.6975	"1820"	"1"	"540"	"Minnehaha"	"2-2"	1668.0	972.0	696.0	679.0	976.0	803.0	866.0	0.4172662	0.5897281	0.5188736	0.50841343	848.0336	819.9664
612	"550"	46	99	1673	1175	"N3-11"	"N3-11"	"46099N3-11"	"A"	"VTD 3-11"	"VTD 3-11"	0	"G5240"	"N"	1273674	21162	43.53839	-96.81077	"2502"	"0.469624301"	"550"	"Minnehaha"	"3-11"	778.6371	433.93286	344.70422	268.1555	512.8297	333.43326	446.1431	0.44270205	0.65664464	0.57228917	0.5573178	433.9483	344.68878
613	"568"	46	99	2602	2000	"N4-9"	"N4-9"	"46099N4-9"	"A"	"VTD 4-9"	"VTD 4-9"	0	"G5240"	"N"	1071703	0	43.54168	-96.687935	"2000"	"1"	"568"	"Minnehaha"	"4-9"	1099.0	467.0	632.0	291.0	820.0	341.0	781.0	0.57506824	0.7380738	0.6960784	0.67016804	736.5147	362.4853
614	"534"	46	99	2935	2419	"N1-6"	"N1-6"	"46099N1-6"	"A"	"VTD 1-6"	"VTD 1-6"	0	"G5240"	"N"	1639589	0	43.513126	-96.78641	"2419"	"1"	"534"	"Minnehaha"	"1-6"	1429.0	665.0	764.0	422.0	1018.0	478.0	964.0	0.5346396	0.70694447	0.6685159	0.63697517	910.23755	518.76245
615	"549"	46	99	2799	2002	"N3-10"	"N3-10"	"46099N3-10"	"A"	"VTD 3-10"	"VTD 3-10"	0	"G5240"	"N"	1619075	3103	43.523006	-96.81442	"3574"	"0.560156687"	"549"	"Minnehaha"	"3-10 & 3-13"	1420.5574	770.7756	649.78174	486.77615	927.0593	614.4919	808.8663	0.45741326	0.6557052	0.5682802	0.56032103	795.96814	624.58923
616	"536"	46	99	1527	1178	"N1-8"	"N1-8"	"46099N1-8"	"A"	"VTD 1-8"	"VTD 1-8"	0	"G5240"	"N"	1481492	0	43.518864	-96.80145	"1178"	"1"	"536"	"Minnehaha"	"1-8"	937.0	485.0	452.0	299.0	650.0	365.0	587.0	0.4823906	0.6849315	0.61659664	0.5951374	557.64374	379.35623
617	"532"	46	99	1484	1262	"N1-3"	"N1-3"	"46099N1-3"	"A"	"VTD 1-3"	"VTD 1-3"	0	"G5240"	"N"	2826426	39748	43.52482	-96.76876	"1262"	"1"	"532"	"Minnehaha"	"1-3"	1643.0	913.0	730.0	704.0	831.0	761.0	790.0	0.4443092	0.54136807	0.5093488	0.49714527	816.8097	826.1903
618	"573"	46	99	1176	881	"N5-13"	"N5-13"	"46099N5-13"	"A"	"VTD 5-13"	"VTD 5-13"	0	"G5240"	"N"	1552890	21893	43.517666	-96.71289	"881"	"1"	"573"	"Minnehaha"	"5-13"	805.0	399.0	406.0	279.0	534.0	327.0	490.0	0.5043478	0.65682656	0.5997552	0.587269	472.75153	332.24847
619	"533"	46	99	2553	2211	"N1-4"	"N1-4"	"46099N1-4"	"A"	"VTD 1-4"	"VTD 1-4"	0	"G5240"	"N"	2625511	82480	43.504112	-96.7614	"3687"	"0.599674532"	"533"	"Minnehaha"	"1-4 (Including: 1-5)"	971.4727	439.56143	531.9113	304.63467	674.0342	334.0187	650.0472	0.5475309	0.6887255	0.6605728	0.6325363	614.49176	356.981
620	"548"	46	99	2318	1739	"N5-14"	"N5-14"	"46099N5-14"	"A"	"VTD 5-14"	"VTD 5-14"	0	"G5240"	"N"	1234329	0	43.536472	-96.74467	"1739"	"1"	"548"	"Minnehaha"	"3-1"	1119.0	464.0	655.0	314.0	827.0	356.0	789.0	0.5853441	0.7248028	0.689083	0.66696036	746.3286	372.67136
621	"556"	46	99	3534	2685	"N3-6"	"N3-6"	"46099N3-6"	"A"	"VTD 3-6"	"VTD 3-6"	0	"G5240"	"N"	2835525	10579	43.5486	-96.75917	"2685"	"1"	"556"	"Minnehaha"	"3-6"	1258.0	437.0	821.0	281.0	994.0	317.0	964.0	0.65262324	0.77960783	0.7525371	0.7286314	916.6182	341.38174
622	"537"	46	99	2742	2078	"N1-9"	"N1-9"	"46099N1-9"	"A"	"VTD 1-9"	"VTD 1-9"	0	"G5240"	"N"	1200412	0	43.507607	-96.795494	"2078"	"1"	"537"	"Minnehaha"	"1-9"	1364.0	701.0	663.0	409.0	973.0	490.0	902.0	0.4860704	0.7040521	0.6479885	0.6133398	836.59546	527.40454
623	"533"	46	99	1690	1476	"N1-5"	"N1-5"	"46099N1-5"	"A"	"VTD 1-5"	"VTD 1-5"	0	"G5240"	"N"	1651487	0	43.50677	-96.77761	"3687"	"0.400325468"	"533"	"Minnehaha"	"1-4 (Including: 1-5)"	648.5273	293.43857	355.08868	203.36534	449.96582	222.9813	433.95282	0.5475309	0.6887255	0.6605728	0.6325363	410.217	238.31024
624	"577"	46	99	2154	1656	"N5-6"	"N5-6"	"46099N5-6"	"A"	"VTD 5-6"	"VTD 5-6"	0	"G5240"	"N"	1932320	41923	43.530617	-96.70492	"1656"	"1"	"577"	"Minnehaha"	"5-6"	1193.0	530.0	663.0	340.0	862.0	399.0	813.0	0.55574185	0.7171381	0.6707921	0.64818406	773.2836	419.71637
625	"575"	46	99	2188	1773	"N5-4"	"N5-4"	"46099N5-4"	"A"	"VTD 5-4"	"VTD 5-4"	0	"G5240"	"N"	1162011	0	43.537098	-96.72048	"1773"	"1"	"575"	"Minnehaha"	"5-4"	999.0	389.0	610.0	262.0	740.0	295.0	708.0	0.6106106	0.73852295	0.7058824	0.68508655	684.4015	314.59854
626	"550"	46	99	2179	1327	"N3-16"	"N3-16"	"46099N3-16"	"A"	"VTD 3-16"	"VTD 3-16"	0	"G5240"	"N"	2220374	2616	43.535362	-96.82559	"2502"	"0.530375699"	"550"	"Minnehaha"	"3-11"	879.3629	490.06714	389.29578	302.8445	579.1703	376.56674	503.8569	0.44270205	0.65664464	0.57228917	0.5573178	490.0846	389.2783
627	"549"	46	99	2322	1572	"N3-17"	"N3-17"	"46099N3-17"	"A"	"VTD 3-17"	"VTD 3-17"	0	"G5240"	"N"	2177063	501	43.525276	-96.82878	"3574"	"0.439843313"	"549"	"Minnehaha"	"3-10 & 3-13"	1115.4426	605.2244	510.21823	382.22385	727.9407	482.50812	635.1337	0.45741326	0.6557052	0.5682802	0.56032103	625.0059	490.4367
