sd_geo_id	sd_vote_id	statefp10	countyfp10	totpop	vap	vtd_fact	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	sd_agg	fraction	mergevar	county	precinct	usp_tot_08	usp_r_08	usp_d_08	ush_r_08	ush_d_08	uss_r_08	uss_d_08	usp_08	ush_08	uss_08	av_08	ndv	nrv
47	"55"	46	13	2983	2199	"VTD-8"	"VTD-8"	"46013VTD-8"	"A"	"VTD-precinct 8 Aberdeen"	"VTD-precinct 8 Aberdeen"	0	"G5240"	"N"	2768066	100984	45.451366	-98.50787	"2199"	"1"	"55"	"Brown"	"Courthouse Community Rm #8"	927.0	375.0	552.0	183.0	750.0	204.0	733.0	0.59546924	0.8038585	0.7822839	0.7275652	674.453	252.54701
48	"63"	46	13	716	556	"VTD-16"	"VTD-16"	"46013VTD-16"	"A"	"VTD-precinct 16 WAberdeenTwp"	"VTD-precinct 16 WAberdeenTwp"	0	"G5240"	"N"	74722343	323896	45.45806	-98.54919	"556"	"1"	"63"	"Brown"	"School/Blind & Visually Impaire"	329.0	177.0	152.0	91.0	245.0	107.0	230.0	0.4620061	0.7291667	0.68249255	0.6257485	205.87126	123.128746
49	"65"	46	13	461	342	"VTD-18"	"VTD-18"	"46013VTD-18"	"A"	"VTD-precinct 18 Gem-WRondell-ERondellTwp-Stratford"	"VTD-precinct 18 Gem-WRondell-ERondellTwp-Stratford"	0	"G5240"	"N"	356840021	958	45.32068	-98.33983	"342"	"1"	"65"	"Brown"	"Stratford Community Center"	252.0	108.0	144.0	57.0	200.0	63.0	196.0	0.5714286	0.7782101	0.7567568	0.703125	177.1875	74.8125
50	"57"	46	13	2279	1640	"VTD-19"	"VTD-19"	"46013VTD-19"	"A"	"VTD-precinct 19"	"VTD-precinct 19"	0	"G5240"	"N"	774086427	287707	45.418423	-98.10914	"1640"	"1"	"57"	"Brown"	"Groton Community Center"	1048.0	515.0	533.0	209.0	875.0	271.0	816.0	0.5085878	0.80719554	0.75069	0.6908978	724.0609	323.93912
51	"68"	46	13	1219	876	"VTD-17"	"VTD-17"	"46013VTD-17"	"A"	"VTD-precinct 17 Highland-NewHope-WarnerTwp-Warner"	"VTD-precinct 17 Highland-NewHope-WarnerTwp-Warner"	0	"G5240"	"N"	394733657	902331	45.33692	-98.58778	"876"	"1"	"68"	"Brown"	"Warner Community Center"	590.0	231.0	359.0	118.0	488.0	145.0	461.0	0.60847455	0.8052805	0.7607261	0.7258602	428.25748	161.74251
52	"51"	46	13	1893	1407	"VTD-15"	"VTD-15"	"46013VTD-15"	"A"	"VTD-precinct 15 Franklin-Carlisle-Ravinia-Mercier-LincolnTwp"	"VTD-precinct 15 Franklin-Carlisle-Ravinia-Mercier-LincolnTwp"	0	"G5240"	"N"	494702421	4268255	45.583317	-98.62735	"1407"	"1"	"51"	"Brown"	"Avera-Midland Campus"	908.0	491.0	417.0	250.0	667.0	292.0	624.0	0.4592511	0.7273719	0.6812227	0.62313026	565.80225	342.19772
53	"56"	46	13	509	383	"VTD-22"	"VTD-22"	"46013VTD-22"	"A"	"VTD-precinct 22 Plmr-Ocla-Savo-Alsn-Frdrck-RchdTwp-FrdrCy"	"VTD-precinct 22 Plmr-Ocla-Savo-Alsn-Frdrck-RchdTwp-FrdrCy"	0	"G5240"	"N"	552716164	4116348	45.84452	-98.548096	"383"	"1"	"56"	"Brown"	"Frederick Community Center"	280.0	104.0	176.0	43.0	242.0	63.0	225.0	0.62857145	0.8491228	0.78125	0.7538101	211.06682	68.933174
54	"71"	46	13	527	390	"VTD-14"	"VTD-14"	"46013VTD-14"	"A"	"VTD-precinct 14 Oneota-Brnrd-Wstprt-GrlndTwp-WestprtCty"	"VTD-precinct 14 Oneota-Brnrd-Wstprt-GrlndTwp-WestprtCty"	0	"G5240"	"N"	381297227	10126262	45.698315	-98.44528	"390"	"1"	"71"	"Brown"	"Westport Town Hall"	287.0	119.0	168.0	68.0	230.0	88.0	211.0	0.58536583	0.7718121	0.7056856	0.688914	197.71832	89.28168
55	"53"	46	13	764	585	"VTD-13"	"VTD-13"	"46013VTD-13"	"A"	"VTD-precinct 13 Shlby--Clmbia-Cmbria-OrdwyTwp-ClmbiaCity"	"VTD-precinct 13 Shlby--Clmbia-Cmbria-OrdwyTwp-ClmbiaCity"	0	"G5240"	"N"	455107783	9697550	45.62141	-98.280014	"585"	"1"	"53"	"Brown"	"Columbia American Legion"	380.0	192.0	188.0	93.0	302.0	117.0	280.0	0.49473685	0.76455694	0.70528966	0.6569966	249.6587	130.3413
56	"52"	46	13	313	242	"VTD-20"	"VTD-20"	"46013VTD-20"	"A"	"VTD-precinct 20 SDetroit-ClaremontTwp-ClaremontCity"	"VTD-precinct 20 SDetroit-ClaremontTwp-ClaremontCity"	0	"G5240"	"N"	234223842	89996	45.667805	-98.05126	"242"	"1"	"52"	"Brown"	"Claremont Fire Station"	201.0	76.0	125.0	36.0	172.0	43.0	165.0	0.62189054	0.8269231	0.7932692	0.7487844	150.50568	50.494328
57	"58"	46	13	540	449	"VTD-21"	"VTD-21"	"46013VTD-21"	"A"	"VTD-precinct 21 Lbrt-Hcla-Prt-Grnld-Lnsg-Nth-DtrtTwp-HclCy"	"VTD-precinct 21 Lbrt-Hcla-Prt-Grnld-Lnsg-Nth-DtrtTwp-HclCy"	0	"G5240"	"N"	542197073	16448298	45.84248	-98.155235	"449"	"1"	"58"	"Brown"	"Hecla Community Center"	315.0	109.0	206.0	47.0	275.0	57.0	269.0	0.6539683	0.8540373	0.82515335	0.7788162	245.3271	69.6729
58	"67"	46	13	2608	1941	"VTD-7"	"VTD-7"	"46013VTD-7"	"A"	"VTD-precinct 7 Aberdeen"	"VTD-precinct 7 Aberdeen"	0	"G5240"	"N"	4739441	0	45.479668	-98.464806	"1941"	"1"	"67"	"Brown"	"Super City Plaza #7"	1297.0	658.0	639.0	304.0	1007.0	386.0	930.0	0.4926754	0.76811594	0.7066869	0.656473	851.44543	445.55453
59	"66"	46	13	2277	1880	"VTD-11"	"VTD-11"	"46013VTD-11"	"A"	"VTD-precinct 11 Aberdeen"	"VTD-precinct 11 Aberdeen"	0	"G5240"	"N"	13129974	11940	45.460587	-98.43055	"1880"	"1"	"66"	"Brown"	"Super City Plaza #11"	1058.0	486.0	572.0	248.0	820.0	293.0	780.0	0.54064274	0.76779026	0.72693384	0.6789622	718.342	339.65802
60	"59"	46	13	1751	1339	"VTD-9"	"VTD-9"	"46013VTD-9"	"A"	"VTD-precinct 9 Aberdeen"	"VTD-precinct 9 Aberdeen"	0	"G5240"	"N"	1026422	0	45.447193	-98.49281	"1339"	"1"	"59"	"Brown"	"Hub Area Vocational Ctr"	1051.0	535.0	516.0	305.0	768.0	361.0	710.0	0.490961	0.7157502	0.66293186	0.62410015	655.92926	395.07074
61	"64"	46	13	3141	2456	"VTD-6"	"VTD-6"	"46013VTD-6"	"A"	"VTD-precinct 6 Aberdeen"	"VTD-precinct 6 Aberdeen"	0	"G5240"	"N"	3013607	0	45.44961	-98.46233	"2456"	"1"	"64"	"Brown"	"Senior Citizens Ctr"	1527.0	801.0	726.0	441.0	1098.0	498.0	1048.0	0.47544205	0.7134503	0.6778784	0.62272334	950.8985	576.1015
62	"62"	46	13	2179	1866	"VTD-10"	"VTD-10"	"46013VTD-10"	"A"	"VTD-precinct 10 Aberdeen"	"VTD-precinct 10 Aberdeen"	0	"G5240"	"N"	1862760	0	45.43206	-98.47801	"1866"	"1"	"62"	"Brown"	"School/Blind & Visually Impaire"	835.0	366.0	469.0	195.0	645.0	223.0	621.0	0.5616766	0.76785713	0.73578197	0.6887654	575.1191	259.8809
63	"50"	46	13	1415	1124	"VTD-5"	"VTD-5"	"46013VTD-5"	"A"	"VTD-precinct 5 Aberdeen"	"VTD-precinct 5 Aberdeen"	0	"G5240"	"N"	574402	0	45.45587	-98.47993	"1124"	"1"	"50"	"Brown"	"Alexander Mitchell Library"	616.0	286.0	330.0	177.0	450.0	203.0	428.0	0.53571427	0.71770334	0.67828846	0.64461046	397.08005	218.91995
64	"61"	46	13	3416	2684	"VTD-3"	"VTD-3"	"46013VTD-3"	"A"	"VTD-precinct 3 Aberdeen"	"VTD-precinct 3 Aberdeen"	0	"G5240"	"N"	8337179	151893	45.476017	-98.50673	"2684"	"1"	"61"	"Brown"	"Primrose Gym"	1434.0	667.0	767.0	367.0	1100.0	451.0	1021.0	0.5348675	0.7498296	0.6936141	0.6604162	947.0368	486.9632
65	"54"	46	13	1509	1152	"VTD-4"	"VTD-4"	"46013VTD-4"	"A"	"VTD-precinct 4 Aberdeen"	"VTD-precinct 4 Aberdeen"	0	"G5240"	"N"	1611501	0	45.462784	-98.47468	"1152"	"1"	"54"	"Brown"	"Courthouse Community Rm #4"	686.0	314.0	372.0	168.0	527.0	178.0	521.0	0.54227406	0.75827336	0.7453505	0.6826923	468.32693	217.67308
66	"69"	46	13	3073	2304	"VTD-1"	"VTD-1"	"46013VTD-1"	"A"	"VTD-precinct 1 Aberdeen"	"VTD-precinct 1 Aberdeen"	0	"G5240"	"N"	1726216	0	45.477345	-98.48361	"2304"	"1"	"69"	"Brown"	"Washington St. Gym #1"	1507.0	719.0	788.0	368.0	1156.0	454.0	1080.0	0.5228932	0.7585302	0.7040417	0.66243154	998.28436	508.71567
67	"70"	46	13	1739	1345	"VTD-2"	"VTD-2"	"46013VTD-2"	"A"	"VTD-precinct 2 Aberdeen"	"VTD-precinct 2 Aberdeen"	0	"G5240"	"N"	1144742	0	45.48018	-98.476906	"1345"	"1"	"70"	"Brown"	"Washington St. Gym #2"	904.0	378.0	526.0	210.0	717.0	241.0	699.0	0.5818584	0.7734628	0.743617	0.70083004	633.55035	270.44965
68	"72"	46	15	1092	808	"VTD-D2"	"VTD-D2"	"46015VTD-D2"	"A"	"VTD-Chamberlain district 2"	"VTD-Chamberlain district 2"	0	"G5240"	"N"	12352409	0	43.75337	-99.31794	"2052"	"0.393762183"	"72"	"Brule"	"#1 Chamberlain"	513.07214	294.9279	218.14426	159.86745	360.2924	200.03119	322.88498	0.4251727	0.69265705	0.6174699	0.5792004	297.17157	215.90054
69	"73"	46	15	548	389	"VTD-2"	"VTD-2"	"46015VTD-2"	"A"	"VTD precinct 2"	"VTD precinct 2"	0	"G5240"	"N"	824612595	4351105	43.74679	-98.9364	"905"	"0.429834254"	"73"	"Brule"	"#2 Kimball"	224.37347	133.24861	91.12486	55.878452	182.24973	69.203316	168.92487	0.40613025	0.76534295	0.7093863	0.63128835	141.64436	82.72912
70	"72"	46	15	320	238	"VTD-1"	"VTD-1"	"46015VTD-1"	"A"	"VTD precinct 1"	"VTD precinct 1"	0	"G5240"	"N"	152520103	16060418	43.738453	-99.341705	"2052"	"0.115984405"	"72"	"Brule"	"#1 Chamberlain"	151.12769	86.87232	64.25536	47.08967	106.12573	58.92008	95.107216	0.4251727	0.69265705	0.6174699	0.5792004	87.53321	63.594467
71	"76"	46	15	198	143	"VTD-5"	"VTD-5"	"46015VTD-5"	"A"	"VTD precinct 5"	"VTD precinct 5"	0	"G5240"	"N"	261536726	29834253	43.593304	-99.261246	"143"	"1"	"76"	"Brule"	"#5 Ola"	114.0	73.0	41.0	28.0	88.0	37.0	80.0	0.35964912	0.7586207	0.6837607	0.6023055	68.66283	45.337177
72	"74"	46	15	823	605	"VTD-3"	"VTD-3"	"46015VTD-3"	"A"	"VTD precinct 3"	"VTD precinct 3"	0	"G5240"	"N"	575649850	24542011	43.816357	-99.164085	"605"	"1"	"74"	"Brule"	"#3 Pukwana"	357.0	221.0	136.0	113.0	267.0	141.0	240.0	0.3809524	0.7026316	0.62992126	0.57513416	205.32289	151.67711
73	"72"	46	15	1094	873	"VTD-D4"	"VTD-D4"	"46015VTD-D4"	"A"	"VTD-Chamberlain district 4"	"VTD-Chamberlain district 4"	0	"G5240"	"N"	1254378	64442	43.81347	-99.327896	"2052"	"0.425438596"	"72"	"Brule"	"#1 Chamberlain"	554.3465	318.6535	235.69298	172.72807	389.2763	216.1228	348.85965	0.4251727	0.69265705	0.6174699	0.5792004	321.0777	233.26878
74	"75"	46	15	275	192	"VTD-4"	"VTD-4"	"46015VTD-4"	"A"	"VTD precinct 4"	"VTD precinct 4"	0	"G5240"	"N"	275861581	835015	43.534317	-98.98106	"192"	"1"	"75"	"Brule"	"#4 Academy"	76.0	54.0	22.0	28.0	49.0	38.0	39.0	0.28947368	0.6363636	0.5064935	0.47826087	36.347828	39.652172
75	"73"	46	15	234	171	"VTD-W1"	"VTD-W1"	"46015VTD-W1"	"A"	"VTD-Kimball ward 1"	"VTD-Kimball ward 1"	0	"G5240"	"N"	3894082	0	43.75321	-98.9561	"905"	"0.188950276"	"73"	"Brule"	"#2 Kimball"	98.63204	58.574585	40.057457	24.563536	80.114914	30.420994	74.25746	0.40613025	0.76534295	0.7093863	0.63128835	62.26526	36.366783
76	"72"	46	15	202	133	"VTD-D3"	"VTD-D3"	"46015VTD-D3"	"A"	"VTD-Chamberlain district 3"	"VTD-Chamberlain district 3"	0	"G5240"	"N"	4856323	33974	43.781162	-99.308815	"2052"	"0.064814815"	"72"	"Brule"	"#1 Chamberlain"	84.453705	48.546295	35.907406	26.314816	59.305557	32.925926	53.148148	0.4251727	0.69265705	0.6174699	0.5792004	48.91562	35.538086
77	"73"	46	15	192	154	"VTD-W2"	"VTD-W2"	"46015VTD-W2"	"A"	"VTD-Kimball ward 2"	"VTD-Kimball ward 2"	0	"G5240"	"N"	1976919	0	43.73994	-98.94872	"905"	"0.170165746"	"73"	"Brule"	"#2 Kimball"	88.82652	52.75138	36.075138	22.121548	72.150276	27.396685	66.87514	0.40613025	0.76534295	0.7093863	0.63128835	56.075146	32.751373
78	"73"	46	15	277	191	"VTD-W3"	"VTD-W3"	"46015VTD-W3"	"A"	"VTD-Kimball ward 3"	"VTD-Kimball ward 3"	0	"G5240"	"N"	2126844	0	43.741684	-98.96605	"905"	"0.211049724"	"73"	"Brule"	"#2 Kimball"	110.16795	65.425415	44.742542	27.436464	89.485085	33.979004	82.94254	0.40613025	0.76534295	0.7093863	0.63128835	69.547745	40.62021
79	"77"	46	17	271	169	"VTD-2"	"VTD-2"	"46017VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	356389331	17770020	44.00382	-99.23045	"169"	"1"	"77"	"Buffalo"	"Elvira"	130.0	88.0	42.0	61.0	74.0	66.0	69.0	0.32307693	0.54814816	0.51111114	0.4625	60.125	69.875
80	"79"	46	17	1475	877	"VTD-3"	"VTD-3"	"46017VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	233151737	22759961	44.12403	-99.44337	"877"	"1"	"79"	"Buffalo"	"Victory"	398.0	35.0	363.0	25.0	377.0	24.0	378.0	0.9120603	0.93781096	0.9402985	0.9301165	370.18637	27.813644
81	"78"	46	17	166	116	"VTD-1"	"VTD-1"	"46017VTD-1"	"A"	"VTD-precinct 1"	"VTD-precinct 1"	0	"G5240"	"N"	631339085	1832382	44.094666	-99.11798	"116"	"1"	"78"	"Buffalo"	"Pershing"	82.0	33.0	49.0	15.0	69.0	18.0	65.0	0.597561	0.8214286	0.78313255	0.73493975	60.26506	21.73494
82	"83"	46	19	603	459	"VTD-20"	"VTD-20"	"46019VTD-20"	"A"	"VTD - precinct 20 Newell City"	"VTD - precinct 20 Newell City"	0	"G5240"	"N"	2619600	0	44.71746	-103.41833	"459"	"1"	"83"	"Butte"	"Newell City Precinct 20"	248.0	161.0	87.0	115.0	148.0	111.0	153.0	0.35080644	0.56273764	0.57954544	0.50064516	124.16	123.84
83	"80"	46	19	85	70	"VTD-6"	"VTD-6"	"46019VTD-6"	"A"	"VTD - precinct 6 Castle Rock"	"VTD - precinct 6 Castle Rock"	0	"G5240"	"N"	2022195863	7212005	45.039692	-103.38011	"70"	"1"	"80"	"Butte"	"Castle Rock Precinct 06"	45.0	40.0	5.0	26.0	20.0	27.0	14.0	0.11111111	0.4347826	0.34146342	0.29545453	13.295455	31.704546
84	"85"	46	19	146	121	"VTD-12"	"VTD-12"	"46019VTD-12"	"A"	"VTD - precinct Orman"	"VTD - precinct Orman"	0	"G5240"	"N"	206707347	767679	44.784634	-103.636284	"121"	"1"	"85"	"Butte"	"Orman Precinct 12"	81.0	59.0	22.0	38.0	45.0	38.0	44.0	0.27160493	0.5421687	0.5365854	0.4512195	36.548782	44.451218
85	"87"	46	19	322	236	"VTD-13"	"VTD-13"	"46019VTD-13"	"A"	"VTD - precinct 13 Horsecreek"	"VTD - precinct 13 Horsecreek"	0	"G5240"	"N"	233309041	536831	44.77803	-103.49657	"715"	"0.33006993"	"87"	"Butte"	" Union Precinct 08 (Including: Horsecreek Precinct 13, Newell Independent Precinct 14)"	136.97902	95.72028	41.25874	61.393005	80.867134	63.043358	79.54685	0.30120483	0.5684455	0.5578704	0.47809076	65.4884	71.490616
86	"82"	46	19	787	594	"VTD-16"	"VTD-16"	"46019VTD-16"	"A"	"VTD - precinct 16 Minnesela"	"VTD - precinct 16 Minnesela"	0	"G5240"	"N"	1577017507	3763149	44.9402	-103.90196	"594"	"1"	"82"	"Butte"	"Minnesela Precinct 16"	391.0	298.0	93.0	204.0	194.0	246.0	153.0	0.23785166	0.4874372	0.38345864	0.37037036	144.81482	246.18518
87	"91"	46	19	795	613	"VTD-B4"	"VTD-B4"	"46019VTD-B4"	"A"	"VTD - B4 Belle Fourche ward 3 precinct 24"	"VTD - B4 Belle Fourche ward 3 precinct 24"	0	"G5240"	"N"	852148	0	44.666527	-103.84231	"613"	"1"	"91"	"Butte"	"Ward 2 Precinct 24"	295.0	197.0	98.0	118.0	182.0	141.0	157.0	0.3322034	0.6066667	0.52684563	0.4893617	144.36171	150.63829
88	"89"	46	19	566	427	"VTD-B2"	"VTD-B2"	"46019VTD-B2"	"A"	"VTD - precinct B2 Belle Fourche ward 1 precinct 22"	"VTD - precinct B2 Belle Fourche ward 1 precinct 22"	0	"G5240"	"N"	3052124	189659	44.68937	-103.842804	"427"	"1"	"89"	"Butte"	"Ward 1 Precinct 22"	217.0	128.0	89.0	69.0	155.0	78.0	146.0	0.41013825	0.69196427	0.65178573	0.5864662	127.26316	89.73684
89	"88"	46	19	647	487	"VTD-B1"	"VTD-B1"	"46019VTD-B1"	"A"	"VTD -B1 Belle Fourche ward 1 precinct 21"	"VTD -B1 Belle Fourche ward 1 precinct 21"	0	"G5240"	"N"	2069766	2015	44.680874	-103.85735	"487"	"1"	"88"	"Butte"	"Ward 1 Precinct 21"	204.0	110.0	94.0	51.0	154.0	68.0	145.0	0.46078432	0.7512195	0.68075114	0.6318328	128.89389	75.10611
90	"90"	46	19	658	501	"VTD-B3"	"VTD-B3"	"46019VTD-B3"	"A"	"VTD - precinct B3 Belle Fourche ward 2 precinct 23"	"VTD - precinct B3 Belle Fourche ward 2 precinct 23"	0	"G5240"	"N"	1380065	0	44.6664	-103.85638	"501"	"1"	"90"	"Butte"	"Ward 2 Precinct 23"	232.0	150.0	82.0	105.0	133.0	114.0	125.0	0.35344827	0.5588235	0.5230126	0.47954866	111.25529	120.74471
91	"95"	46	19	1042	763	"VTD-B8"	"VTD-B8"	"46019VTD-B8"	"A"	"VTD - precinct B8 Belle Fourche ward 4 precinct 28"	"VTD - precinct B8 Belle Fourche ward 4 precinct 28"	0	"G5240"	"N"	1069348	0	44.651016	-103.842865	"763"	"1"	"95"	"Butte"	"Ward 4 Precinct 28"	414.0	275.0	139.0	167.0	255.0	187.0	234.0	0.3357488	0.6042654	0.55581945	0.49960223	206.83533	207.16467
92	"92"	46	19	274	192	"VTD-B5"	"VTD-B5"	"46019VTD-B5"	"A"	"VTD - precinct 5 Belle Fourche ward 3 precinct 25"	"VTD - precinct 5 Belle Fourche ward 3 precinct 25"	0	"G5240"	"N"	6023182	0	44.640095	-103.87007	"192"	"1"	"92"	"Butte"	"Ward 3 Precinct 25"	110.0	80.0	30.0	63.0	50.0	69.0	44.0	0.27272728	0.44247788	0.38938054	0.3690476	40.595238	69.40476
93	"94"	46	19	684	466	"VTD-B7"	"VTD-B7"	"46019VTD-B7"	"A"	"VTD - precinct Belle Fourche ward 4 precinct 27"	"VTD - precinct Belle Fourche ward 4 precinct 27"	0	"G5240"	"N"	3743131	0	44.617855	-103.85034	"466"	"1"	"94"	"Butte"	"Ward 4 Precinct 27"	178.0	109.0	69.0	66.0	113.0	81.0	102.0	0.38764045	0.6312849	0.55737704	0.52592593	93.614815	84.385185
94	"84"	46	19	455	357	"VTD-18"	"VTD-18"	"46019VTD-18"	"A"	"VTD - precinct 18 Nisland"	"VTD - precinct 18 Nisland"	0	"G5240"	"N"	138694047	333808	44.639366	-103.53706	"357"	"1"	"84"	"Butte"	"Nisland Precinct 18"	188.0	118.0	70.0	85.0	114.0	96.0	103.0	0.37234044	0.5728643	0.51758796	0.48976108	92.07509	95.92491
95	"81"	46	19	939	696	"VTD-17"	"VTD-17"	"46019VTD-17"	"A"	"VTD - precinct 17 Fruitdale"	"VTD - precinct 17 Fruitdale"	0	"G5240"	"N"	143832974	223873	44.62683	-103.73381	"1040"	"0.669230769"	"81"	"Butte"	"Fruitdale Precinct 17"	364.06152	261.0	103.06154	163.29231	203.44615	199.43077	170.65384	0.28308824	0.55474454	0.46112117	0.43343464	157.79689	206.26465
96	"81"	46	19	434	344	"VTD17P"	"VTD17P"	"46019VTD17P"	"A"	"VTD - precinct 17P"	"VTD - precinct 17P"	0	"G5240"	"N"	10910978	0	44.60196	-103.85486	"1040"	"0.330769231"	"81"	"Butte"	"Fruitdale Precinct 17"	179.93846	129.0	50.93846	80.707695	100.55385	98.56923	84.34615	0.28308824	0.55474454	0.46112117	0.43343464	77.99156	101.9469
97	"86"	46	19	139	108	"VTD-11"	"VTD-11"	"46019VTD-11"	"A"	"VTD - precinct 11 Lomans"	"VTD - precinct 11 Lomans"	0	"G5240"	"N"	205892915	25231870	44.786022	-103.81481	"108"	"1"	"86"	"Butte"	"Romans Precinct 11"	68.0	56.0	12.0	29.0	35.0	37.0	30.0	0.1764706	0.546875	0.4477612	0.38693467	26.311558	41.688442
98	"93"	46	19	917	670	"VTD-B6"	"VTD-B6"	"46019VTD-B6"	"A"	"VTD - precinct 6 Belle Fourche ward 3 precinct 26"	"VTD - precinct 6 Belle Fourche ward 3 precinct 26"	0	"G5240"	"N"	987630	0	44.658512	-103.84838	"670"	"1"	"93"	"Butte"	"Ward 3 Precinct 26"	497.0	360.0	137.0	218.0	283.0	252.0	255.0	0.27565393	0.56487024	0.5029586	0.44850498	222.90698	274.09302
99	"87"	46	19	26	20	"VTD-8"	"VTD-8"	"46019VTD-8"	"A"	"VTD - precinct 8 Union"	"VTD - precinct 8 Union"	0	"G5240"	"N"	559502593	2788559	44.928085	-103.04791	"715"	"0.027972028"	"87"	"Butte"	" Union Precinct 08 (Including: Horsecreek Precinct 13, Newell Independent Precinct 14)"	11.608392	8.111888	3.4965036	5.2027974	6.853147	5.3426576	6.7412586	0.30120483	0.5684455	0.5578704	0.47809076	5.549865	6.058527
100	"87"	46	19	591	459	"VTD-14"	"VTD-14"	"46019VTD-14"	"A"	"VTD - precinct 14 - Newell Ind"	"VTD - precinct 14 - Newell Ind"	0	"G5240"	"N"	707349925	1681409	44.676437	-103.16458	"715"	"0.641958042"	"87"	"Butte"	" Union Precinct 08 (Including: Horsecreek Precinct 13, Newell Independent Precinct 14)"	266.4126	186.16783	80.24476	119.4042	157.27972	122.61398	154.71188	0.30120483	0.5684455	0.5578704	0.47809076	127.3694	139.04318
101	"97"	46	21	266	224	"VTD-2"	"VTD-2"	"46021VTD-2"	"A"	"VTD-precinct 2"	"VTD-precinct 2"	0	"G5240"	"N"	86178154	35766661	45.893936	-100.35974	"224"	"1"	"97"	"Campbell"	"#2"	172.0	128.0	44.0	66.0	105.0	78.0	91.0	0.25581396	0.61403507	0.53846157	0.46875	80.625	91.375
102	"99"	46	21	265	220	"VTD-4"	"VTD-4"	"46021VTD-4"	"A"	"VTD-precinct 4"	"VTD-precinct 4"	0	"G5240"	"N"	660377153	7982852	45.7094	-99.892784	"220"	"1"	"99"	"Campbell"	"#4"	128.0	85.0	43.0	36.0	96.0	45.0	94.0	0.3359375	0.72727275	0.676259	0.5839599	74.746864	53.25313
103	"100"	46	21	297	236	"VTD-5"	"VTD-5"	"46021VTD-5"	"A"	"VTD-precinct 5"	"VTD-precinct 5"	0	"G5240"	"N"	569524804	46223491	45.72197	-100.232635	"236"	"1"	"100"	"Campbell"	"#5"	186.0	131.0	55.0	65.0	122.0	95.0	92.0	0.2956989	0.6524064	0.49197862	0.48035714	89.34643	96.65357
104	"96"	46	21	387	307	"VTD-1"	"VTD-1"	"46021VTD-1"	"A"	"VTD-precinct 1 Herreid City"	"VTD-precinct 1 Herreid City"	0	"G5240"	"N"	3027227	0	45.832657	-100.06858	"307"	"1"	"96"	"Campbell"	"#1"	206.0	141.0	65.0	76.0	140.0	93.0	123.0	0.315534	0.6481481	0.5694444	0.5141066	105.90595	100.09405
105	"98"	46	21	251	200	"VTD-3"	"VTD-3"	"46021VTD-3"	"A"	"VTD-precinct 3"	"VTD-precinct 3"	0	"G5240"	"N"	581106901	6270755	45.870083	-99.96535	"200"	"1"	"98"	"Campbell"	"#3"	142.0	106.0	36.0	66.0	79.0	81.0	65.0	0.2535211	0.5448276	0.44520548	0.4157044	59.03002	82.96998
106	"112"	46	23	58	51	"VTD12b"	"VTD12b"	"46023VTD12b"	"A"	"VTD-Geddes precinct 12 ward 2 (b)"	"VTD-Geddes precinct 12 ward 2 (b)"	0	"G5240"	"N"	177449	0	43.25445	-98.70196	"175"	"0.291428571"	"112"	"Charles Mix"	"#12"	37.01143	16.32	20.69143	7.8685713	31.765715	8.742857	29.725714	0.5590551	0.8014706	0.77272725	0.71392405	26.42335	10.588079
107	"103"	46	23	544	384	"VTD-3b"	"VTD-3b"	"46023VTD-3b"	"A"	"VTD-Wagner precinct 3 ward 2 (b)"	"VTD-Wagner precinct 3 ward 2 (b)"	0	"G5240"	"N"	2219322	0	43.066696	-98.29314	"1152"	"0.333333333"	"103"	"Charles Mix"	"#03"	192.66667	86.333336	106.333336	39.333332	159.66667	55.0	145.33333	0.5519031	0.80234504	0.72545755	0.6948198	133.86862	58.79805
108	"103"	46	23	353	258	"VTD-3c"	"VTD-3c"	"46023VTD-3c"	"A"	"VTD-Wagner precinct 3 ward 3 (c)"	"VTD-Wagner precinct 3 ward 3 (c)"	0	"G5240"	"N"	1448614	0	43.0812	-98.28295	"1152"	"0.223958333"	"103"	"Charles Mix"	"#03"	129.44792	58.005207	71.44271	26.427084	107.27604	36.953125	97.645836	0.5519031	0.80234504	0.72545755	0.6948198	89.94298	39.50494
109	"111"	46	23	356	282	"VTD11c"	"VTD11c"	"46023VTD11c"	"A"	"VTD-Platte precinct 11 ward 3 (c)"	"VTD-Platte precinct 11 ward 3 (c)"	0	"G5240"	"N"	1107645	0	43.386974	-98.849045	"979"	"0.28804903"	"111"	"Charles Mix"	"#11"	217.76506	163.61185	54.153217	107.154236	108.306435	111.18693	106.57814	0.24867725	0.5026738	0.489418	0.41327435	89.99671	127.76836
110	"111"	46	23	455	366	"VTD11b"	"VTD11b"	"46023VTD11b"	"A"	"VTD-Platte precinct 11 ward 2 (b)"	"VTD-Platte precinct 11 ward 2 (b)"	0	"G5240"	"N"	728176	0	43.382637	-98.840256	"979"	"0.373850868"	"111"	"Charles Mix"	"#11"	282.63126	212.34729	70.283966	139.07253	140.56793	144.30644	138.32481	0.24867725	0.5026738	0.489418	0.41327435	116.804245	165.82701
